NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE
140,16-0056-08L.S202301,2023-01-15 18:56,  14.056,  -89.828,   0.7,  4.0,  4.0,     ,     ,  33, 0.57, 68 ,  1.1 ,  1.0 , 1.4  , L  ,-,      ,      ,     
141,16-0058-24L.S202301,2023-01-15 18:58,  14.074,  -89.864,   6.1,  3.3,     ,  3.3,     ,  22,  0.9, 133,   3.8,   3.2,   8.7, L  ,-,      ,      ,     
142,16-0106-22L.S202301,2023-01-15 19:06,  14.083,  -89.856,   8.7,  3.3,     ,  3.3,     ,  17,  0.7, 132,   2.9,   2.6,   5.6, L  ,-,      ,      ,     
143,16-0106-23L.S202301,2023-01-15 19:06,  14.076,  -89.845,   2.2,  3.3,  3.3,     ,     ,  15, 0.33, 82 ,  1.5 ,  1.5 , 2.4  , L  ,-,      ,      ,     
144,16-0108-45L.S202301,2023-01-15 19:08,  14.086,  -89.853,   8.5,  3.3,     ,  3.3,     ,   7,  0.5, 134,   3.1,   3.6,   5.7, L  ,-,      ,      ,     
145,16-0115-53L.S202301,2023-01-15 19:15,  14.052,  -89.820,   8.8,  3.2,     ,  3.2,     ,   6,  0.5, 131,   3.2,   4.2,   6.4, L  ,-,      ,      ,     
146,16-0129-46L.S202301,2023-01-15 19:29,  14.078,  -89.848,  10.6,  2.1,  2.1,     ,     ,   5,  0.6, 135,   3.9,   4.6,   8.2, L  ,-,      ,      ,     
147,16-0134-03L.S202301,2023-01-15 19:34,  14.076,  -89.849,   9.2,  2.9,     ,  2.9,     ,   6,  0.7, 136,   4.3,   5.3,   9.0, L  ,-,      ,      ,     
148,16-0150-13L.S202301,2023-01-15 19:50,  14.063,  -89.840,   8.5,  2.5,     ,  2.5,     ,   7,  0.7, 136,   4.3,   4.9,   9.3, L  ,-,      ,      ,     
149,16-0153-47L.S202301,2023-01-15 19:53,  14.037,  -89.845,   7.9,  4.6,  4.6,     ,     ,  15, 0.96, 72 ,  2.0 ,  1.6 , 3.5  , L  ,-,      ,      ,     
150,16-0154-04L.S202301,2023-01-15 19:54,  14.065,  -89.855,   6.1,  4.6,  4.6,  3.7,     ,  41,  1.0, 129,   4.0,   3.2,   8.9, L  ,2,      ,      ,     
151,16-0207-13L.S202301,2023-01-15 20:07,  14.091,  -89.857,   9.0,  3.0,     ,  3.0,     ,   7,  0.6, 135,   3.5,   4.2,   6.3, L  ,-,      ,      ,     
152,16-0213-27L.S202301,2023-01-15 20:13,  14.073,  -89.845,  13.3,  2.6,     ,  2.6,     ,   8,  0.4, 135,   4.6,   2.8,   7.8, L  ,-,      ,      ,     
153,16-0213-28L.S202301,2023-01-15 20:13,  14.072,  -89.835,   6.6,  2.3,  2.3,     ,     ,  10, 0.60, 83 ,  3.0 ,  2.1 , 6.1  , L  ,-,      ,      ,     
154,16-0215-27L.S202301,2023-01-15 20:15,  14.088,  -89.837,   8.4,  2.8,     ,  2.8,     ,  20,  0.6, 123,   2.7,   2.5,   5.7, L  ,-,      ,      ,     
155,16-0215-29L.S202301,2023-01-15 20:15,  14.079,  -89.844,   1.3,  3.2,  3.2,     ,     ,  20, 0.18, 73 ,  2.5 ,  2.0 , 2.5  , L  ,-,      ,      ,     
156,16-0218-51L.S202301,2023-01-15 20:18,  14.083,  -89.866,   5.5,  3.0,     ,  3.0,     ,  20,  0.9, 150,   6.5,   4.8,  12.8, L  ,-,      ,      ,     
157,16-0218-52L.S202301,2023-01-15 20:18,  14.059,  -89.857,   0.0,  3.4,  3.4,     ,     ,  17, 0.45, 76 ,  1.5 ,  1.6 , 0.0  , L  ,-,      ,      ,     
158,16-0226-09L.S202301,2023-01-15 20:26,  14.093,  -89.840,  10.1,  2.6,     ,  2.6,     ,   7,  0.7, 129,   4.0,   4.1,   7.3, L  ,-,      ,      ,     
159,16-0228-33L.S202301,2023-01-15 20:28,  14.082,  -89.859,   6.0,  2.9,     ,  2.9,     ,  20,  0.9, 130,   4.3,   3.7,  11.1, L  ,-,      ,      ,     
160,16-0228-34L.S202301,2023-01-15 20:28,  14.079,  -89.850,   0.8,  3.1,  3.1,     ,     ,  16, 0.29, 75 ,  1.8 ,  1.5 , 2.5  , L  ,-,      ,      ,     
161,16-0237-58L.S202301,2023-01-15 20:37,  14.035,  -89.830,   0.0,  3.9,  3.9,     ,     ,  16, 0.72, 77 ,  3.3 ,  2.3 , 0.0  , L  ,-,      ,      ,     
162,16-0241-44L.S202301,2023-01-15 20:41,  14.073,  -89.841,  11.8,  1.5,  1.5,     ,     ,   5,  0.5, 134,   9.0,   3.9,  16.0, L  ,-,      ,      ,     
163,16-0242-16L.S202301,2023-01-15 20:42,  14.098,  -89.852,   8.8,  2.6,  2.6,     ,     ,   8,  0.5, 131,   2.5,   2.6,   4.7, L  ,-,      ,      ,     
164,16-0243-09L.S202301,2023-01-15 20:43,  14.021,  -89.830,  16.8,  2.1,  2.1,     ,     ,   7,  0.7, 143,   5.6,   4.4,  10.5, L  ,-,      ,      ,     
165,16-0245-31L.S202301,2023-01-15 20:45,  14.091,  -89.843,   8.0,  1.9,  1.9,     ,     ,   7,  0.5, 130,   2.6,   3.3,   5.6, L  ,-,      ,      ,     
166,16-0249-36L.S202301,2023-01-15 20:49,  14.087,  -89.797,  13.5,  2.1,  2.1,     ,     ,   5,  0.5, 186,  10.1,   9.2, 103.3, L  ,-,      ,      ,     
167,16-0254-30L.S202301,2023-01-15 20:54,  14.098,  -89.849,  10.0,  1.9,  1.9,     ,     ,   7,  0.5, 131,   2.6,   2.7,   5.1, L  ,-,      ,      ,     
168,16-0255-10L.S202301,2023-01-15 20:55,  14.114,  -89.827,   5.7,  2.8,  2.8,     ,     ,  12,  0.7, 120,   4.7,   4.3,  16.0, L  ,-,      ,      ,     
169,16-0255-11L.S202301,2023-01-15 20:55,  14.100,  -89.846,   0.0,  3.2,  3.2,     ,     ,  18, 0.60, 126,   1.7,   1.6,  1.8 , L  ,-,      ,      ,     
170,16-0257-04L.S202301,2023-01-15 20:57,  14.076,  -89.778,   3.2,  2.6,  2.6,     ,     ,   9,  1.2, 109,   7.4,   6.3,  16.1, L  ,-,      ,      ,     
171,16-0300-54L.S202301,2023-01-15 21:00,  14.069,  -89.820,   8.0,  2.1,  2.1,     ,     ,   7,  0.5, 127,   3.0,   4.0,   6.5, L  ,-,      ,      ,     
172,16-0304-40L.S202301,2023-01-15 21:04,  14.068,  -89.826,   4.8,  2.6,  2.6,     ,     ,   7,  0.5, 130,   3.4,   3.2,   6.8, L  ,-,      ,      ,     
173,16-0306-18L.S202301,2023-01-15 21:06,  14.058,  -89.857,   3.7,  2.1,  2.1,     ,     ,   6,  0.5, 143,   3.9,   4.5,   5.7, L  ,-,      ,      ,     
174,16-0334-18L.S202301,2023-01-15 21:34,  14.091,  -89.923,  10.0,  2.0,  2.0,     ,     ,   4,  0.6, 164,   6.8,  14.1,  29.6, L  ,-,      ,      ,     
175,16-0347-42L.S202301,2023-01-15 21:47,  14.091,  -89.834,   8.0,  1.5,  1.5,     ,     ,   4,  0.3, 127,   2.1,   3.5,   8.2, L  ,-,      ,      ,     
176,16-0348-17L.S202301,2023-01-15 21:48,  14.065,  -89.835,  13.9,  1.8,  1.8,     ,     ,   4,  0.4, 133,  23.2,  16.2,  46.9, L  ,-,      ,      ,     
177,16-0353-12L.S202301,2023-01-15 21:53,  14.087,  -89.837,   9.5,  2.5,  2.5,     ,     ,   7,  0.5, 129,   2.6,   2.9,   5.2, L  ,-,      ,      ,     
178,16-0353-14L.S202301,2023-01-15 21:53,  14.009,  -89.827,   5.0,  2.8,  2.8,     ,     ,  16, 1.22, 71 ,  2.9 ,  2.3 , 0.0  , L  ,-,      ,      ,     
179,16-0359-27L.S202301,2023-01-15 21:59,  14.057,  -89.821,   7.7,  2.7,     ,  2.7,     ,   9,  0.7, 125,   3.8,   4.4,   8.6, L  ,-,      ,      ,     
180,16-0359-29L.S202301,2023-01-15 21:59,  14.000,  -89.835,   5.0,  2.6,  2.6,     ,     ,  12, 1.21, 77 ,  3.3 ,  2.9 , 0.0  , L  ,-,      ,      ,     
181,16-0409-40L.S202301,2023-01-15 22:09,  14.078,  -89.882,   6.7,  1.7,  1.7,     ,     ,   5,  1.0, 146,   7.3,  11.9,  14.8, L  ,-,      ,      ,     
182,16-0414-31L.S202301,2023-01-15 22:14,  14.096,  -89.768,   1.1,  1.8,  1.8,     ,     ,   4,  0.6, 161,   2.9,   7.2,   7.2, L  ,-,      ,      ,     
183,16-0422-26L.S202301,2023-01-15 22:22,  14.019,  -89.832,   5.0,  3.4,  3.4,     ,     ,  17, 0.74, 69 ,  2.8 ,  2.3 , 0.0  , L  ,-,      ,      ,     
184,16-0432-48L.S202301,2023-01-15 22:32,  14.047,  -89.816,   8.8,  2.0,  2.0,     ,     ,   5,  0.7, 130,   4.9,   5.8,  10.9, L  ,-,      ,      ,     
185,16-0447-11R.S202301,2023-01-15 22:47,  14.076,  -89.878,   0.4,  4.7,     ,  4.7,     ,  34,  0.9, 136,   3.8,   3.1,   4.4, R  ,2,      ,      ,     
186,16-0447-13L.S202301,2023-01-15 22:47,  14.036,  -89.839,   5.0,  5.0,  5.0,     ,     ,  40, 1.20, 66 ,  2.2 ,  1.6 , 0.0  , L  ,-,      ,      ,     
187,16-0456-35L.S202301,2023-01-15 22:56,  14.061,  -89.844,   5.0,  3.7,  3.7,     ,     ,  20, 1.37, 72 ,  2.7 ,  2.2 , 0.0  , L  ,-,      ,      ,     
188,16-0504-37L.S202301,2023-01-15 23:04,  14.092,  -89.862,   9.2,  2.6,  2.6,     ,     ,   8,  0.5, 136,   3.0,   3.4,   5.0, L  ,-,      ,      ,     
189,16-0504-38L.S202301,2023-01-15 23:04,  14.061,  -89.870,   5.0,  2.8,  2.8,     ,     ,  14, 0.65, 85 ,  2.8 ,  2.8 , 0.0  , L  ,-,      ,      ,     
190,16-0511-00L.S202301,2023-01-15 23:11,  14.060,  -89.828,   5.0,  3.1,  3.1,     ,     ,  17, 0.72, 70 ,  2.6 ,  2.3 , 0.0  , L  ,-,      ,      ,     
191,16-0515-44L.S202301,2023-01-15 23:15,  14.091,  -89.825,   8.6,  1.7,  1.7,     ,     ,   4,  0.5, 124,   3.8,   6.2,  13.5, L  ,-,      ,      ,     
192,16-0517-15L.S202301,2023-01-15 23:17,  14.093,  -89.856,   9.5,  3.1,     ,  3.1,     ,   7,  0.5, 134,   3.1,   3.3,   5.6, L  ,-,      ,      ,     
193,16-0521-08L.S202301,2023-01-15 23:21,  13.979,  -89.951,  25.0,  2.9,  2.9,     ,     ,  10, 1.15, 193,   7.1,   6.0,  0.0 , L  ,-,      ,      ,     
194,16-0527-03L.S202301,2023-01-15 23:27,  14.100,  -89.875,   5.0,  3.2,  3.2,     ,     ,  10, 1.13, 95 ,  4.0 ,  2.9 , 0.0  , L  ,-,      ,      ,     
195,16-0531-36L.S202301,2023-01-15 23:31,  13.969,  -89.914,  25.0,  3.3,  3.3,     ,     ,   5, 1.02, 209,   9.7,   8.7,  0.0 , L  ,-,      ,      ,     
196,16-0553-29L.S202301,2023-01-15 23:53,  14.050,  -89.877,   5.0,  2.4,  2.4,     ,     ,  10, 0.86, 87 ,  3.2 ,  3.2 , 0.0  , L  ,-,      ,      ,     
197,16-0602-45L.S202301,2023-01-16 00:02,  14.058,  -89.841,   3.2,  2.3,  2.3,     ,     ,   8, 0.25, 82 ,  5.2 ,  3.9 , 8.4  , L  ,-,      ,      ,     
198,16-0610-22L.S202301,2023-01-16 00:10,  14.042,  -89.810,   6.9,  1.5,  1.5,     ,     ,   4,  0.5, 129,  13.9,   5.9,  25.5, L  ,-,      ,      ,     
199,16-0614-57L.S202301,2023-01-16 00:14,  14.057,  -89.804,   4.2,  2.0,  2.0,     ,     ,   4,  0.8, 149,   6.5,   8.1,  10.9, L  ,-,      ,      ,     
200,16-0628-54L.S202301,2023-01-16 00:28,  14.062,  -89.823,   7.7,  2.4,  2.4,     ,     ,   7,  0.6, 130,   3.4,   4.2,   6.8, L  ,-,      ,      ,     
201,16-0628-55L.S202301,2023-01-16 00:28,  14.062,  -89.825,   7.6,  2.4,  2.4,     ,     ,   7,  0.6, 130,   3.4,   4.1,   6.6, L  ,-,      ,      ,     
202,16-0635-33L.S202301,2023-01-16 00:35,  14.087,  -89.872,   8.6,  2.4,  2.4,  3.2,     ,   8,  0.7, 140,   3.7,   4.0,   7.6, L  ,-,      ,      ,     
203,16-0635-35L.S202301,2023-01-16 00:35,  14.079,  -89.885,   0.0,  2.6,  2.6,     ,     ,  14, 0.85, 88 ,  1.8 ,  1.5 , 0.0  , L  ,-,      ,      ,     
204,16-0647-05L.S202301,2023-01-16 00:47,  14.084,  -89.853,   9.8,  1.8,  1.8,     ,     ,   6,  0.6, 135,   3.4,   4.7,   6.8, L  ,-,      ,      ,     
205,16-0650-44L.S202301,2023-01-16 00:50,  14.079,  -89.834,   3.8,  2.1,  2.1,     ,     ,   5,  0.4, 130,   4.3,   3.4,  10.2, L  ,-,      ,      ,     
206,16-0659-28L.S202301,2023-01-16 00:59,  14.097,  -89.849,   9.9,  2.1,  2.1,     ,     ,   8,  0.6, 131,   3.5,   3.4,   6.2, L  ,-,      ,      ,     
207,16-0659-29L.S202301,2023-01-16 00:59,  14.105,  -89.851,   5.8,  2.2,  2.2,     ,     ,   7, 0.25, 149,   2.9,   2.2,  6.7 , L  ,-,      ,      ,     
208,16-0714-28L.S202301,2023-01-16 01:14,  14.095,  -89.850,   9.4,  2.3,  2.3,     ,     ,   8,  0.5, 131,   3.0,   3.1,   5.6, L  ,-,      ,      ,     
209,16-0714-29L.S202301,2023-01-16 01:14,  14.081,  -89.855,   1.3,  2.4,  2.4,     ,     ,  13, 0.15, 81 ,  3.3 ,  2.8 , 3.9  , L  ,-,      ,      ,     
210,16-0718-50L.S202301,2023-01-16 01:18,  13.070,  -89.625,  10.5,  4.8,  4.8,     ,     ,  41, 0.60, 198,   5.5,   2.6,  5.5 , L  ,-,      ,      ,     
211,16-0724-46R.S202301,2023-01-16 01:24,  13.253,  -89.685,  13.0,  2.7,  2.7,     ,     ,   5,  5.4, 303, 473.7,  69.9, 801.7, R  ,-,      ,      ,     
212,16-0729-51L.S202301,2023-01-16 01:29,  14.056,  -89.825,   4.0,  1.9,  1.9,     ,     ,   5,  0.4, 132,   2.8,   3.3,   5.7, L  ,-,      ,      ,     
213,16-0744-15L.S202301,2023-01-16 01:44,  14.093,  -89.873,   6.6,  2.5,  2.5,  3.2,     ,  12,  1.1, 136,   6.8,   6.1,  14.6, L  ,-,      ,      ,     
214,16-0744-16L.S202301,2023-01-16 01:44,  14.074,  -89.838,   5.0,  3.7,  3.7,     ,     ,  18, 1.02, 72 ,  2.7 ,  2.3 , 0.0  , L  ,-,      ,      ,     
215,16-0745-40L.S202301,2023-01-16 01:45,  14.051,  -89.837,   8.5,  3.5,  3.5,     ,     ,  10,  0.6, 138,   3.3,   3.2,   6.4, L  ,-,      ,      ,     
216,16-0745-42L.S202301,2023-01-16 01:45,  14.008,  -89.794,   5.0,  3.8,  3.8,     ,     ,  33, 1.30, 60 ,  2.5 ,  1.8 , 0.0  , L  ,-,      ,      ,     
217,16-0758-11L.S202301,2023-01-16 01:58,  14.055,  -89.835,   7.4,  2.3,  2.3,     ,     ,   7,  0.6, 136,   3.6,   4.3,   6.9, L  ,-,      ,      ,     
218,16-0807-57L.S202301,2023-01-16 02:07,  14.062,  -89.830,   7.6,  2.9,  2.9,     ,     ,  14,  0.7, 127,   3.6,   3.3,   7.0, L  ,-,      ,      ,     
219,16-0807-58L.S202301,2023-01-16 02:07,  14.022,  -89.808,   5.0,  3.2,  3.2,     ,     ,  21, 0.87, 62 ,  2.7 ,  2.0 , 0.0  , L  ,-,      ,      ,     
220,16-0822-27L.S202301,2023-01-16 02:22,  14.093,  -89.826,   4.1,  1.6,  1.6,     ,     ,   5,  0.4, 124,   2.9,   3.5,   5.9, L  ,-,      ,      ,     
221,16-0826-57L.S202301,2023-01-16 02:26,  14.089,  -89.853,   2.5,  1.5,  1.5,     ,     ,   5,  0.4, 134,   2.7,   3.3,   6.3, L  ,-,      ,      ,     
222,16-0829-28L.S202301,2023-01-16 02:29,  14.093,  -89.842,   5.8,  1.3,  1.3,     ,     ,   5,  0.4, 129,   3.1,   3.6,   6.2, L  ,-,      ,      ,     
223,16-0847-15L.S202301,2023-01-16 02:47,  14.067,  -89.810,   4.7,  1.7,  1.7,     ,     ,   5,  0.5, 124,   3.1,   3.0,   6.0, L  ,-,      ,      ,     
224,16-0856-48L.S202301,2023-01-16 02:56,  14.071,  -89.832,   2.5,  1.3,  1.3,     ,     ,   5,  0.8, 131,   5.3,   6.6,  11.8, L  ,-,      ,      ,     
225,16-0902-28L.S202301,2023-01-16 03:02,  14.051,  -89.814,   4.8,  2.5,  2.5,     ,     ,   6,  0.6, 129,   4.0,   4.2,   6.8, L  ,-,      ,      ,     
226,16-0902-30L.S202301,2023-01-16 03:02,  14.010,  -89.824,   5.0,  2.7,  2.7,     ,     ,  15, 0.98, 73 ,  2.9 ,  2.6 , 0.0  , L  ,-,      ,      ,     
227,16-0908-37L.S202301,2023-01-16 03:08,  14.096,  -89.859,   8.8,  2.4,  2.4,     ,     ,   9,  0.7, 131,   3.7,   3.1,   6.9, L  ,-,      ,      ,     
228,16-0911-51L.S202301,2023-01-16 03:11,  14.095,  -89.852,   8.0,  2.7,  2.7,  3.6,     ,  20,  0.6, 126,   3.0,   2.5,   6.5, L  ,-,      ,      ,     
229,16-0911-52L.S202301,2023-01-16 03:11,  14.073,  -89.861,   5.0,  2.9,  2.9,     ,     ,  20, 1.02, 76 ,  2.7 ,  2.1 , 0.0  , L  ,-,      ,      ,     
230,16-0921-45L.S202301,2023-01-16 03:21,  13.976,  -89.469,   5.0,  3.1,  3.1,     ,     ,  11, 1.05, 145,   5.6,   4.2,  0.0 , L  ,-,      ,      ,     
231,16-0921-48L.S202301,2023-01-16 03:21,  14.061,  -89.811,   6.1,  2.5,  2.5,     ,     ,  14,  1.0, 121,   4.5,   4.4,  13.7, L  ,-,      ,      ,     
232,16-0926-54L.S202301,2023-01-16 03:26,  14.060,  -89.803,   4.3,  2.6,  2.6,     ,     ,  14,  0.9, 118,   5.5,   4.6,  11.5, L  ,-,      ,      ,     
233,16-0926-55L.S202301,2023-01-16 03:26,  14.013,  -89.801,   5.0,  2.8,  2.8,     ,     ,  16, 1.07, 62 ,  2.8 ,  2.3 , 0.0  , L  ,-,      ,      ,     
234,16-0927-26L.S202301,2023-01-16 03:27,  14.052,  -89.824,   8.8,  3.0,     ,  3.0,     ,   8,  0.6, 132,   4.8,   4.3,   9.2, L  ,-,      ,      ,     
235,16-0934-13L.S202301,2023-01-16 03:34,  14.093,  -89.838,   5.7,  1.2,  1.2,     ,     ,   5,  0.5, 128,   3.5,   5.0,   7.0, L  ,-,      ,      ,     
236,16-0941-06L.S202301,2023-01-16 03:41,  14.087,  -89.854,   8.7,  3.0,  3.0,     ,     ,  14,  0.7, 131,   3.3,   2.8,   6.5, L  ,-,      ,      ,     
237,16-0941-08L.S202301,2023-01-16 03:41,  14.049,  -89.850,   5.0,  3.1,  3.1,     ,     ,  20, 1.22, 72 ,  2.7 ,  2.2 , 0.0  , L  ,-,      ,      ,     
238,16-0949-02L.S202301,2023-01-16 03:49,  14.091,  -89.862,   8.7,  3.2,  3.2,     ,     ,  10,  0.5, 133,   3.1,   3.3,   5.3, L  ,-,      ,      ,     
239,16-0949-03L.S202301,2023-01-16 03:49,  14.050,  -89.826,   5.0,  3.4,  3.4,     ,     ,  28, 1.29, 68 ,  2.6 ,  1.9 , 0.0  , L  ,-,      ,      ,     
240,16-0957-16L.S202301,2023-01-16 03:57,  14.045,  -89.837,   7.7,  3.7,     ,  3.7,     ,  15,  0.9, 129,   4.2,   3.7,   9.0, L  ,-,      ,      ,     
241,16-0957-17L.S202301,2023-01-16 03:57,  14.009,  -89.832,   5.0,  2.9,  2.9,     ,     ,  16, 0.94, 72 ,  2.9 ,  2.4 , 0.0  , L  ,-,      ,      ,     
242,16-1003-40L.S202301,2023-01-16 04:03,  14.089,  -89.866,   9.3,  1.6,  1.6,     ,     ,   6,  0.5, 138,   3.3,   4.1,   6.4, L  ,-,      ,      ,     
243,16-1016-38L.S202301,2023-01-16 04:16,  14.069,  -89.844,  13.2,  1.8,  1.8,     ,     ,   4,  0.4, 179,   5.6,   6.5,  10.0, L  ,-,      ,      ,     
244,16-1049-58L.S202301,2023-01-16 04:49,  14.056,  -89.827,   7.8,  2.9,  2.9,     ,     ,  14,  0.9, 128,   4.3,   4.1,   9.2, L  ,-,      ,      ,     
245,16-1049-59L.S202301,2023-01-16 04:49,  14.009,  -89.789,   5.0,  3.2,  3.2,     ,     ,  21, 1.40, 58 ,  2.6 ,  2.0 , 0.0  , L  ,-,      ,      ,     
246,16-1054-45L.S202301,2023-01-16 04:54,  10.953,  -91.183,  25.0,  4.7,  4.7,     ,     ,   6, 1.23, 323, 102.0,  20.2,   0.0, L  ,-,      ,      ,     
247,16-1055-29L.S202301,2023-01-16 04:55,  14.059,  -89.813,   6.2,  3.4,     ,  3.4,     ,   7,  0.5, 126,   3.1,   3.1,   6.2, L  ,-,      ,      ,     
248,16-1103-29L.S202301,2023-01-16 05:03,  14.094,  -89.828,   6.1,  2.0,  2.0,     ,     ,   5,  0.3, 124,   1.9,   2.7,   8.2, L  ,-,      ,      ,     
249,16-1115-11L.S202301,2023-01-16 05:15,  14.065,  -89.832,   4.2,  3.4,     ,  3.4,     ,   5,  0.4, 132,   2.9,   3.3,   5.5, L  ,-,      ,      ,     
250,16-1127-43L.S202301,2023-01-16 05:27,  14.094,  -89.853,  10.2,  3.0,     ,  3.0,     ,   7,  0.5, 133,   3.0,   3.2,   5.3, L  ,-,      ,      ,     
251,16-1143-17L.S202301,2023-01-16 05:43,  14.046,  -89.846,   7.4,  3.9,  3.9,  4.0,     ,  24,  0.9, 133,   3.8,   3.1,   8.4, L  ,-,      ,      ,     
252,16-1143-18L.S202301,2023-01-16 05:43,  14.037,  -89.817,   5.0,  4.1,  4.1,     ,     ,  29, 1.21, 65 ,  2.4 ,  1.8 , 0.0  , L  ,-,      ,      ,     
253,16-1151-30L.S202301,2023-01-16 05:51,  14.061,  -89.820,   7.8,  3.9,  3.9,  3.8,     ,  15,  0.7, 122,   3.3,   3.1,   7.0, L  ,2,      ,      ,     
254,16-1151-32L.S202301,2023-01-16 05:51,  14.050,  -89.820,   5.0,  4.1,  4.1,     ,     ,  27, 1.09, 51 ,  2.4 ,  1.8 , 0.0  , L  ,-,      ,      ,     
255,16-1203-40L.S202301,2023-01-16 06:03,  14.058,  -89.834,   8.1,  3.7,     ,  3.7,     ,  17,  0.6, 126,   3.3,   2.6,   6.2, L  ,-,      ,      ,     
256,16-1203-42L.S202301,2023-01-16 06:03,  14.003,  -89.800,   5.0,  3.7,  3.7,     ,     ,  24, 1.34, 64 ,  2.8 ,  2.0 , 0.0  , L  ,-,      ,      ,     
257,16-1236-39L.S202301,2023-01-16 06:36,  14.063,  -89.808,   6.5,  2.4,  2.4,     ,     ,   9,  1.0, 120,   5.0,   6.4,  16.2, L  ,-,      ,      ,     
258,16-1236-40L.S202301,2023-01-16 06:36,  14.048,  -89.836,   3.9,  2.7,  2.7,     ,     ,  12,  0.9, 133,   6.3,   4.7,   9.5, L  ,-,      ,      ,     
259,16-1239-18L.S202301,2023-01-16 06:39,  14.083,  -89.852,  12.8,  3.0,     ,  3.0,     ,   4,  0.5, 157,   4.1,   4.6,  16.5, L  ,-,      ,      ,     
260,16-1244-22L.S202301,2023-01-16 06:44,  14.056,  -89.840,   7.5,  3.8,     ,  3.8,     ,   8,  0.6, 138,   3.9,   4.6,   7.4, L  ,-,      ,      ,     
261,16-1244-23L.S202301,2023-01-16 06:44,  14.051,  -89.834,   6.0,  3.6,  3.6,     ,     ,  19,  0.8, 129,   4.3,   3.1,   6.0, L  ,-,      ,      ,     
262,16-1244-24L.S202301,2023-01-16 06:44,  14.019,  -89.834,   5.0,  3.6,  3.6,     ,     ,  17, 0.90, 70 ,  2.9 ,  2.3 , 0.0  , L  ,-,      ,      ,     
263,16-1252-14L.S202301,2023-01-16 06:52,  14.048,  -89.815,   8.8,  1.7,  1.7,     ,     ,   4,  0.3, 130,   4.3,   4.1,  11.8, L  ,-,      ,      ,     
264,16-1253-54L.S202301,2023-01-16 06:53,  14.111,  -89.829,  13.4,  2.2,  2.2,  3.2,     ,   5,  0.8, 121,   6.9,   7.7, 456.6, L  ,-,      ,      ,     
265,16-1313-29L.S202301,2023-01-16 07:13,  14.080,  -89.810,   9.9,  2.9,  2.9,  3.1,     ,   5,  0.7, 121,   8.7,  10.3,  20.8, L  ,-,      ,      ,     
266,16-1313-30L.S202301,2023-01-16 07:13,  14.050,  -89.833,   8.3,  2.9,  2.9,     ,     ,  10,  0.5, 136,   2.5,   2.8,   4.2, L  ,-,      ,      ,     
267,16-1314-42L.S202301,2023-01-16 07:14,  14.095,  -89.822,   5.6,  2.9,  2.9,  3.2,     ,   5,  0.5, 122,   5.3,   4.1,  12.5, L  ,-,      ,      ,     
268,16-1349-31L.S202301,2023-01-16 07:49,  14.070,  -89.816,   8.6,  3.0,  3.0,  3.3,     ,   5,  0.3, 125,   2.2,   3.9,   7.6, L  ,-,      ,      ,     
269,16-1349-32L.S202301,2023-01-16 07:49,  14.056,  -89.820,   8.1,  2.9,  2.9,     ,     ,   8,  0.4,  85,   1.8,   2.2,   3.7, L  ,-,      ,      ,     
270,16-1403-38L.S202301,2023-01-16 08:03,  14.089,  -89.791,   8.4,  2.0,  2.0,     ,     ,   5,  0.3, 123,   2.6,   2.9,   6.9, L  ,-,      ,      ,     
271,16-1420-44L.S202301,2023-01-16 08:20,  13.937,  -91.591,  17.4,  3.0,  3.0,  3.8,     ,  19,  0.9, 280,  26.8,  14.3,  21.5, L  ,-,      ,      ,     
272,16-1435-13L.S202301,2023-01-16 08:35,  14.094,  -89.874,   3.0,  3.0,     ,  3.0,     ,   5,  0.5, 162,   5.1,   7.1,  11.5, L  ,-,      ,      ,     
273,16-1511-17L.S202301,2023-01-16 09:11,  14.918,  -91.354,  25.0,  3.4,  3.4,     ,     ,   6, 1.02, 153,   8.2,   6.3,  0.0 , L  ,-,      ,      ,     
274,16-1536-01L.S202301,2023-01-16 09:36,  14.069,  -89.823,   6.1,  2.4,  2.4,  3.3,     ,   5,  0.2, 149,   2.3,   5.5,  45.2, L  ,-,      ,      ,     
275,16-1536-03L.S202301,2023-01-16 09:36,  14.015,  -89.717,   6.0,  2.3,  2.3,     ,     ,   3,  0.1, 167,  16.7,  24.2,  14.3, L  ,-,      ,      ,     
276,16-1607-15L.S202301,2023-01-16 10:07,  13.242,  -91.021,   0.1,  3.8,     ,  3.8,     ,  14,  0.3, 297,  26.5,   6.3, 999.9, L  ,-,      ,      ,     
277,16-1607-20L.S202301,2023-01-16 10:07,  13.425,  -90.947,   0.0,  3.1,  3.1,     ,     ,  11, 0.62, 287,  17.8,   5.7,   0.0, L  ,-,      ,      ,     
278,16-1649-30L.S202301,2023-01-16 10:49,  14.077,  -89.818,   0.1,  2.2,  2.2,  3.1,     ,   7,  0.3, 124,   3.4,   3.1,  33.5, L  ,-,      ,      ,     
279,16-1739-33L.S202301,2023-01-16 11:39,  14.089,  -89.852,  10.6,  2.5,  2.5,  3.1,     ,   7,  0.5, 134,   6.4,   5.3,  10.0, L  ,-,      ,      ,     
280,16-1819-57L.S202301,2023-01-16 12:19,  14.114,  -89.879,  11.0,  2.8,     ,  2.8,     ,   4,  0.1, 230,   5.6,   3.0,   8.4, L  ,-,      ,      ,     
