NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE
2777,18-2310-50L.S202309,2023-09-18 17:10,  13.951,  -89.774,   4.3,  1.9,  1.9,     ,     ,   5, 0.26, 158,   1.8,   4.3,  4.6 , L  ,-,      ,      ,     
2778,18-2349-44L.S202309,2023-09-18 17:49,  13.956,  -89.816,   2.9,  2.0,  2.0,     ,     ,   7, 0.14, 237,   2.0,   5.4,  3.7 , L  ,-,      ,      ,     
2779,19-1041-59L.S202309,2023-09-19 04:41,  13.633,  -89.161,   2.4,  2.9,  2.9,     ,     ,  26, 0.37, 76 ,  1.4 ,  1.0 , 1.3  , L  ,-,      ,      ,     
2780,19-1048-53L.S202309,2023-09-19 04:48,  13.633,  -89.166,   2.7,  2.3,  2.3,     ,     ,  20, 0.32, 109,   1.5,   1.1,  1.4 , L  ,-,      ,      ,     
2781,19-1055-37L.S202309,2023-09-19 04:55,  13.639,  -89.166,   1.0,  2.8,  2.8,     ,     ,  31, 0.47, 62 ,  1.2 ,  0.9 , 1.1  , L  ,-,      ,      ,     
2782,19-1102-56L.S202309,2023-09-19 05:02,  13.635,  -89.165,   1.8,  2.3,  2.3,     ,     ,  26, 0.39, 108,   1.4,   1.0,  1.1 , L  ,-,      ,      ,     
2783,19-1226-36L.S202309,2023-09-19 06:26,  14.442,  -92.791,  12.1,  3.0,  3.0,     ,     ,   7, 0.47, 316,   6.2,   6.8,  16.6, L  ,-,      ,      ,     
2784,19-1543-59L.S202309,2023-09-19 09:43,  13.721,  -91.090,  15.5,  3.0,  3.0,     ,     ,  14, 0.46, 289,   4.9,   2.8,  7.3 , L  ,-,      ,      ,     
2785,19-1557-04L.S202309,2023-09-19 09:57,  14.393,  -92.286,   6.4,  2.5,  2.5,     ,     ,   6, 0.19, 300,   7.5,   4.9,  31.3, L  ,-,      ,      ,     
2786,19-2344-12L.S202309,2023-09-19 17:44,  14.004,  -92.858,   4.3,  3.2,  3.2,     ,     ,  15, 0.89, 289,  13.3,   7.1,  11.0, L  ,-,      ,      ,     
2787,20-0034-00L.S202309,2023-09-19 18:34,  14.076,  -89.869,   3.0,  1.6,  1.6,     ,     ,   7, 0.24, 142,   2.9,   2.8,  5.8 , L  ,-,      ,      ,     
2788,20-0358-01L.S202309,2023-09-19 21:58,  14.079,  -89.829,   5.0,  1.3,  1.3,     ,     ,   5, 0.10, 156,   2.9,   2.3,  5.7 , L  ,-,      ,      ,     
2789,20-0441-31L.S202309,2023-09-19 22:41,  14.001,  -91.686,  23.2,  3.4,  3.4,     ,     ,  46, 0.86, 224,   2.3,   2.2,  3.5 , L  ,-,      ,      ,     
2790,20-0527-14L.S202309,2023-09-19 23:27,  12.978,  -89.044,  13.9,  3.0,  3.0,     ,     ,  20, 0.41, 257,   4.0,   2.3,  4.9 , L  ,-,      ,      ,     
2791,20-0718-02L.S202309,2023-09-20 01:18,  13.443,  -90.472,   9.2,  2.8,  2.8,     ,     ,  15, 0.41, 257,   3.5,   2.8,  6.0 , L  ,-,      ,      ,     
2792,20-1216-44L.S202309,2023-09-20 06:16,  12.895,  -89.168,  23.4,  3.0,  3.0,     ,     ,  12, 0.51, 271,   4.9,   2.7,  8.0 , L  ,-,      ,      ,     
2793,20-1437-55L.S202309,2023-09-20 08:37,  13.232,  -89.769,  12.9,  3.7,  3.7,     ,     ,  41, 0.54, 229,   3.8,   1.8,  4.4 , L  ,-,      ,      ,     
2794,21-1023-35L.S202309,2023-09-21 04:23,  14.638,  -93.027,   7.5,  3.1,  3.1,     ,     ,   8, 0.41, 342,  21.2,   8.1,  11.0, L  ,-,      ,      ,     
2795,21-1129-08L.S202309,2023-09-21 05:29,  14.521,  -91.695,  14.1,  2.5,  2.5,     ,     ,  12, 0.66, 88 ,  2.8 ,  2.2 , 3.3  , L  ,-,      ,      ,     
2796,22-1505-01L.S202309,2023-09-22 09:05,  13.120,  -89.337,  21.9,  3.2,  3.2,     ,     ,   9, 0.53, 266,   6.2,   3.3,  8.0 , L  ,-,      ,      ,     
2797,22-1542-40L.S202309,2023-09-22 09:42,  14.426,  -92.294,  12.1,  3.3,  3.3,     ,     ,  14, 0.94, 333,  10.2,   5.6,   8.0, L  ,-,      ,      ,     
2798,23-0042-48L.S202309,2023-09-22 18:42,  14.503,  -90.669,   3.9,  1.7,  1.7,     ,     ,   7, 0.25, 187,   3.4,   1.9,  2.5 , L  ,-,      ,      ,     
2799,23-0300-55L.S202309,2023-09-22 21:00,  14.608,  -90.570,   4.8,  1.9,  1.9,     ,     ,  11, 0.25, 71 ,  1.6 ,  1.5 , 1.8  , L  ,-,      ,      ,     
2800,23-1325-37L.S202309,2023-09-23 07:25,  14.692,  -92.303,  21.1,  3.0,  3.0,     ,     ,  15, 0.59, 266,   4.1,   5.2,  5.8 , L  ,-,      ,      ,     
2801,23-1341-06L.S202309,2023-09-23 07:41,  13.772,  -91.310,  20.6,  3.0,  3.0,     ,     ,  20, 0.60, 240,   4.0,   2.6,  6.5 , L  ,-,      ,      ,     
2802,23-2357-10L.S202309,2023-09-23 17:57,  12.662,  -88.325,  24.2,  3.8,  3.8,     ,     ,  18, 0.42, 229,   4.6,   3.1,  8.3 , L  ,-,      ,      ,     
2803,24-0202-26L.S202309,2023-09-23 20:02,  15.907,  -91.457,   0.7,  3.9,  3.9,     ,     ,  29, 0.57, 142,   2.4,   1.7,  1.7 , L  ,2,      ,      ,     
2804,24-1646-09L.S202309,2023-09-24 10:46,  14.077,  -91.676,  19.7,  3.2,  3.2,     ,     ,  14, 0.19, 266,  14.8,   6.4,  11.9, L  ,-,      ,      ,     
2805,25-0657-41L.S202309,2023-09-25 00:57,  13.662,  -92.186,  11.1,  4.8,  4.8,     ,     ,  63, 0.79, 207,   1.7,   1.8,  2.1 , L  ,-,      ,      ,     
2806,25-1112-03L.S202309,2023-09-25 05:12,  13.371,  -91.327,   1.6,  3.6,  3.6,     ,     ,  32, 0.48, 257,   5.1,   2.3,  6.4 , L  ,-,      ,      ,     
2807,25-1258-11L.S202309,2023-09-25 06:58,  13.243,  -91.409,  17.5,  3.6,  3.6,     ,     ,  23, 0.81, 265,   7.5,   4.7,  17.3, L  ,-,      ,      ,     
2808,26-0552-43L.S202309,2023-09-25 23:52,  17.058,  -91.632,   0.0,  2.8,  2.8,     ,     ,   9, 0.80, 234,   4.3,   2.8,  0.0 , L  ,-,      ,      ,     
2809,26-2158-00L.S202309,2023-09-26 15:58,  13.284,  -90.084,  16.3,  3.3,  3.3,     ,     ,  27, 0.51, 244,   2.9,   2.0,  3.4 , L  ,-,      ,      ,     
2810,27-0728-52L.S202309,2023-09-27 01:28,  15.121,  -91.441,   2.8,  1.8,  1.8,     ,     ,  10, 0.45, 150,   1.6,   2.2,  2.4 , L  ,-,      ,      ,     
2811,27-1155-07L.S202309,2023-09-27 05:55,  13.219,  -89.861,   9.9,  2.4,  2.4,     ,     ,  11, 0.26, 295,   4.5,   4.5,  6.5 , L  ,-,      ,      ,     
2812,27-1237-54L.S202309,2023-09-27 06:37,  15.307,  -89.863,   1.3,  2.8,  2.8,     ,     ,   7, 0.28, 106,   2.5,   2.1,  4.7 , L  ,-,      ,      ,     
2813,27-2246-08L.S202309,2023-09-27 16:46,  13.528,  -90.677,  13.9,  3.0,  3.0,     ,     ,  11, 0.28, 277,   4.7,   4.5,  10.1, L  ,-,      ,      ,     
2814,28-0135-54L.S202309,2023-09-27 19:35,  13.239,  -90.393,  13.1,  3.0,  3.0,     ,     ,  12, 0.20, 265,   4.4,   4.2,  8.3 , L  ,-,      ,      ,     
2815,28-0614-28L.S202309,2023-09-28 00:14,  13.173,  -89.816,  14.2,  3.0,  3.0,     ,     ,  30, 0.34, 261,   3.1,   2.4,  3.8 , L  ,-,      ,      ,     
2816,28-0620-02L.S202309,2023-09-28 00:20,  13.175,  -89.810,  19.8,  2.3,  2.3,     ,     ,  11, 0.37, 270,   5.4,   3.4,  5.4 , L  ,-,      ,      ,     
2817,28-0632-08L.S202309,2023-09-28 00:32,  13.183,  -89.821,  17.0,  2.4,  2.4,     ,     ,  11, 0.45, 279,   5.4,   4.7,  6.7 , L  ,-,      ,      ,     
2818,28-0847-40L.S202309,2023-09-28 02:47,  13.962,  -89.861,   2.8,  1.5,  1.5,     ,     ,  10, 0.33, 105,   2.3,   2.6,  5.4 , L  ,-,      ,      ,     
2819,28-1614-45L.S202309,2023-09-28 10:14,  17.673,  -92.769,  11.1,  3.4,  3.4,     ,     ,  10, 0.86, 155,   2.4,   2.5,  4.2 , L  ,-,      ,      ,     
2820,29-0729-04L.S202309,2023-09-29 01:29,  12.934,  -90.386,   4.0,  3.7,  3.7,     ,     ,  16, 0.68, 255,   7.0,   5.1,  8.2 , L  ,-,      ,      ,     
2821,29-1127-28L.S202309,2023-09-29 05:27,  15.536,  -89.429,   1.3,  2.9,  2.9,     ,     ,  23, 0.76, 76 ,  1.4 ,  1.1 , 1.4  , L  ,-,      ,      ,     
2822,29-1532-35L.S202309,2023-09-29 09:32,  16.507,  -95.707,   3.2,  4.9,  4.9,     ,     ,  10, 0.78, 206,   4.2,   4.4,  3.4 , L  ,-,      ,      ,     
2823,29-1949-22L.S202309,2023-09-29 13:49,  14.087,  -91.562,  24.1,  3.1,  3.1,     ,     ,  17, 0.27, 262,   4.6,   4.3,  6.8 , L  ,-,      ,      ,     
2824,29-1955-52L.S202309,2023-09-29 13:55,  13.406,  -90.018,  20.8,  3.2,  3.2,     ,     ,  19, 0.41, 262,   3.9,   2.8,  4.4 , L  ,-,      ,      ,     
2825,29-2034-56L.S202309,2023-09-29 14:34,  14.304,  -92.604,   5.6,  3.1,  3.1,     ,     ,   6, 0.77, 323,   6.7,   7.6,  47.4, L  ,-,      ,      ,     
2826,30-0109-09L.S202309,2023-09-29 19:09,  14.057,  -89.850,   1.2,  1.8,  1.8,     ,     ,   6, 0.22, 170,   3.4,   4.0,  4.6 , L  ,-,      ,      ,     
2827,30-0846-14L.S202309,2023-09-30 02:46,  14.086,  -92.671,   1.4,  3.2,  3.2,     ,     ,  28, 0.41, 261,   4.1,   3.7,  3.9 , L  ,-,      ,      ,     
2828,30-0851-08L.S202309,2023-09-30 02:51,  13.130,  -90.348,   3.1,  3.8,  3.8,     ,     ,  37, 0.94, 215,   3.6,   2.3,  3.4 , L  ,-,      ,      ,     
2829,30-1501-53L.S202309,2023-09-30 09:01,  14.250,  -92.054,  10.4,  2.4,  2.4,     ,     ,   9, 0.34, 302,   7.7,   8.6,  14.2, L  ,-,      ,      ,     
2830,30-1547-07L.S202309,2023-09-30 09:47,  14.114,  -91.925,  11.0,  2.9,  2.9,     ,     ,  22, 0.29, 263,  16.1,  11.5,   9.9, L  ,-,      ,      ,     
2831,30-1652-21L.S202309,2023-09-30 10:52,  15.359,  -91.220,   3.3,  1.1,  1.1,     ,     ,   8, 0.26, 88 ,  1.7 ,  1.6 , 2.1  , L  ,-,      ,      ,     
2832,30-1735-41L.S202309,2023-09-30 11:35,  15.780,  -90.793,   3.1,  2.4,  2.4,     ,     ,  10, 0.66, 172,   2.7,   1.6,  2.0 , L  ,-,      ,      ,     
2833,01-0332-43L.S202310,2023-09-30 21:32,  14.795,  -90.864,   2.7,  2.5,  2.5,     ,     ,  25, 0.50, 73 ,  1.4 ,  1.2 , 1.7  , L  ,-,      ,      ,     
2834,01-0350-16L.S202310,2023-09-30 21:50,  13.966,  -91.739,  18.5,  4.0,  4.0,     ,     ,  45, 0.79, 220,   2.2,   1.9,  2.9 , L  ,-,      ,      ,     
2835,01-0617-08L.S202310,2023-10-01 00:17,  14.291,  -93.641,   3.6,  3.9,  3.9,     ,     ,   9, 0.50, 294,  10.8,  15.8,  15.8, L  ,-,      ,      ,     
2836,01-0914-59L.S202310,2023-10-01 03:14,  14.359,  -90.250,   1.1,  1.2,  1.2,     ,     ,   6, 0.13, 177,   4.4,   5.1,  9.0 , L  ,-,      ,      ,     
2837,01-1153-27L.S202310,2023-10-01 05:53,  13.928,  -91.764,  10.1,  3.4,  3.4,     ,     ,  17, 0.48, 268,   3.6,   3.5,  4.4 , L  ,-,      ,      ,     
2838,01-1553-02L.S202310,2023-10-01 09:53,  14.380,  -93.097,   0.0,  3.0,  3.0,     ,     ,  12, 0.89, 303,   7.4,   6.9,  0.0 , L  ,-,      ,      ,     
2839,01-2004-06L.S202310,2023-10-01 14:04,  13.559,  -90.844,  16.9,  2.8,  2.8,     ,     ,  10, 0.46, 249,   4.7,   3.1,  8.6 , L  ,-,      ,      ,     
2840,01-2209-35L.S202310,2023-10-01 16:09,  13.933,  -93.321,   4.2,  3.7,  3.7,     ,     ,  14, 0.49, 308,  13.7,  18.5,  18.9, L  ,-,      ,      ,     
2841,02-0326-53L.S202310,2023-10-01 21:26,  13.963,  -91.727,  18.0,  2.4,  2.4,     ,     ,  10, 0.29, 274,   5.1,   4.8,  7.1 , L  ,-,      ,      ,     
2842,02-0402-56L.S202310,2023-10-01 22:02,  14.856,  -94.379,   6.8,  4.0,  4.0,     ,     ,   6, 0.88, 269,  14.4,  13.7,  26.1, L  ,-,      ,      ,     
2843,02-0655-53L.S202310,2023-10-02 00:55,  12.739,  -88.850,   0.0,  3.8,  3.8,     ,     ,  17, 0.40, 262,   3.3,   1.8,  0.0 , L  ,-,      ,      ,     
2844,02-1231-37L.S202310,2023-10-02 06:31,  13.938,  -91.602,  12.6,  3.7,  3.7,     ,     ,  26, 0.78, 242,   3.4,   2.9,  4.2 , L  ,-,      ,      ,     
2845,02-2213-53L.S202310,2023-10-02 16:13,  14.571,  -90.474,   0.5,  2.1,  2.1,     ,     ,  10, 0.71, 135,   4.1,   2.0,  2.6 , L  ,-,      ,      ,     
2846,03-0407-27L.S202310,2023-10-02 22:07,  13.092,  -89.616,  14.3,  3.2,  3.2,     ,     ,  28, 0.33, 258,   3.2,   2.4,  3.7 , L  ,-,      ,      ,     
2847,03-0732-39L.S202310,2023-10-03 01:32,  13.771,  -92.220,  18.4,  3.5,  3.5,     ,     ,  23, 0.65, 290,   5.4,   6.0,  8.0 , L  ,-,      ,      ,     
2848,03-1144-21L.S202310,2023-10-03 05:44,  14.079,  -89.849,   4.5,  1.1,  1.1,     ,     ,   6, 0.17, 130,   2.4,   3.5,  7.5 , L  ,-,      ,      ,     
2849,03-1910-31L.S202310,2023-10-03 13:10,  14.891,  -93.719,  23.4,  3.5,  3.5,     ,     ,  16, 1.29, 234,   3.8,   3.8,  9.8 , L  ,-,      ,      ,     
2850,03-2048-43L.S202310,2023-10-03 14:48,  13.366,  -90.282,  11.9,  2.8,  2.8,     ,     ,  13, 0.33, 279,   4.7,   3.4,  8.8 , L  ,-,      ,      ,     
2851,03-2158-27L.S202310,2023-10-03 15:58,  12.867,  -90.226,   6.2,  3.6,  3.6,     ,     ,  37, 0.82, 259,   2.7,   2.0,  3.1 , L  ,-,      ,      ,     
2852,04-0224-26L.S202310,2023-10-03 20:24,  15.695,  -90.968,   4.8,  2.3,  2.3,     ,     ,  11, 0.78, 149,   2.2,   1.4,  1.9 , L  ,-,      ,      ,     
2853,04-0501-53L.S202310,2023-10-03 23:01,  12.597,  -88.343,  18.2,  3.7,  3.7,     ,     ,  52, 0.31, 208,   3.1,   2.1,  7.1 , L  ,-,      ,      ,     
2854,04-1617-22L.S202310,2023-10-04 10:17,  14.365,  -90.256,   6.1,  2.3,  2.3,     ,     ,   7, 0.46, 175,   2.6,   2.8,  0.0 , L  ,-,      ,      ,     
2855,04-1758-43L.S202310,2023-10-04 11:58,  14.362,  -90.267,   1.1,  2.8,  2.8,     ,     ,  13, 0.27, 124,   2.6,   1.6,  3.3 , L  ,-,      ,      ,     
2856,04-1907-00L.S202310,2023-10-04 13:07,  15.973,  -91.266,   2.1,  3.4,  3.4,     ,     ,  16, 0.87, 209,   2.9,   2.0,  0.0 , L  ,1,      ,      ,     
2857,04-2018-54L.S202310,2023-10-04 14:18,  14.358,  -90.265,   1.9,  2.7,  2.7,     ,     ,  12, 0.40, 124,   2.0,   1.5,  2.6 , L  ,-,      ,      ,     
2858,05-0434-22L.S202310,2023-10-04 22:34,  13.187,  -89.785,  24.3,  3.7,  3.7,     ,     ,  40, 0.51, 218,   2.5,   1.5,  2.8 , L  ,-,      ,      ,     
2859,05-0502-50L.S202310,2023-10-04 23:02,  14.226,  -92.555,  19.4,  2.5,  2.5,     ,     ,  13, 0.42, 293,   6.4,   7.6,  20.3, L  ,-,      ,      ,     
2860,05-0550-28L.S202310,2023-10-04 23:50,  14.978,  -93.603,  11.6,  2.3,  2.3,     ,     ,   4, 0.56, 291,   7.8,   6.4,  9.0 , L  ,-,      ,      ,     
2861,05-0615-03L.S202310,2023-10-05 00:15,  16.005,  -91.257,   1.5,  2.8,  2.8,     ,     ,  15, 0.58, 151,   2.8,   2.1,  2.3 , L  ,-,      ,      ,     
2862,05-1335-40L.S202310,2023-10-05 07:35,  15.012,  -94.100,   0.0,  4.1,  4.1,     ,     ,  22, 0.93, 187,   3.0,   2.6,  0.0 , L  ,-,      ,      ,     
2863,05-1335-44L.S202310,2023-10-05 07:35,  14.874,  -94.046,  17.9,  4.1,  4.1,     ,     ,  10, 0.76, 290,   14.,    25, .8 52, L  ,-,      ,      ,     
2864,05-1337-23L.S202310,2023-10-05 07:37,  14.733,  -94.214,   0.1,  4.4,  4.4,     ,     ,  19, 0.75, 206,   6.8,   4.1,  12.0, L  ,-,      ,      ,     
2865,06-0509-23L.S202310,2023-10-05 23:09,  13.896,  -91.857,  24.9,  2.5,  2.5,     ,     ,  15, 0.36, 262,   4.1,   4.0,  5.3 , L  ,-,      ,      ,     
2866,06-0737-40L.S202310,2023-10-06 01:37,  15.681,  -89.580,   0.8,  1.7,  1.7,     ,     ,   8, 0.41, 92 ,  1.9 ,  1.7 , 2.4  , L  ,-,      ,      ,     
2867,07-1143-28L.S202310,2023-10-07 05:43,  15.066,  -91.057,   0.0,  2.3,  2.3,     ,     ,  10, 0.63, 105,   2.2,   2.2,  0.0 , L  ,-,      ,      ,     
2868,07-1238-10L.S202310,2023-10-07 06:38,  13.483,  -90.575,  19.4,  3.8,  3.8,     ,     ,  50, 0.45, 227,   2.5,   1.6,  3.4 , L  ,-,      ,      ,     
2869,07-1345-19L.S202310,2023-10-07 07:45,  13.198,  -89.848,  13.9,  2.9,  2.9,     ,     ,  14, 0.24, 296,   5.2,   6.9,  10.6, L  ,-,      ,      ,     
2870,07-1720-40L.S202310,2023-10-07 11:20,  14.778,  -93.723,  15.2,  3.1,  3.1,     ,     ,  12, 0.90, 242,   4.9,   5.3,  8.6 , L  ,-,      ,      ,     
2871,07-1855-35L.S202310,2023-10-07 12:55,  14.248,  -92.647,  18.4,  3.0,  3.0,     ,     ,   9, 0.45, 266,   9.3,   4.1,  20.3, L  ,-,      ,      ,     
2872,07-1955-06L.S202310,2023-10-07 13:55,  13.696,  -90.989,  11.3,  2.7,  2.7,     ,     ,  11, 0.21, 291,  10.8,   6.7,  13.9, L  ,-,      ,      ,     
2873,08-0001-58L.S202310,2023-10-07 18:01,  15.010,  -93.571,   4.7,  3.3,  3.3,     ,     ,   5, 0.90, 289,   4.8,   6.9,  5.2 , L  ,-,      ,      ,     
2874,08-0621-52L.S202310,2023-10-08 00:21,  15.675,  -88.363,   4.9,  2.4,  2.4,     ,     ,  12, 0.83, 142,   2.4,   2.4,  2.1 , L  ,-,      ,      ,     
2875,08-1113-34L.S202310,2023-10-08 05:13,  16.316,  -95.183,   3.7,  5.2,  5.2,     ,     ,  26, 0.83, 142,   2.4,   2.4,  3.6 , L  ,-,      ,      ,     
2876,09-0020-44L.S202310,2023-10-08 18:20,  13.161,  -89.800,  10.5,  2.8,  2.8,     ,     ,  16, 0.36, 282,   4.0,   4.3,  6.2 , L  ,-,      ,      ,     
2877,09-0048-39L.S202310,2023-10-08 18:48,  13.748,  -89.409,   4.5,  2.2,  2.2,     ,     ,  12, 0.45, 84 ,  2.3 ,  1.6 , 2.3  , L  ,-,      ,      ,     
2878,09-0131-22L.S202310,2023-10-08 19:31,  14.155,  -91.883,  20.6,  2.4,  2.4,     ,     ,  15, 0.41, 260,   4.5,   3.8,  5.0 , L  ,-,      ,      ,     
2879,09-0348-21L.S202310,2023-10-08 21:48,  13.061,  -89.599,  15.1,  4.1,  4.1,     ,     ,  60, 0.43, 217,   2.1,   1.2,  2.7 , L  ,-,      ,      ,     
2880,09-0700-07L.S202310,2023-10-09 01:00,  13.019,  -89.481,  24.1,  4.0,  4.0,     ,     ,  48, 0.35, 229,   2.9,   1.6,  3.5 , L  ,-,      ,      ,     
2881,09-0753-09L.S202310,2023-10-09 01:53,  16.003,  -91.261,   0.7,  2.4,  2.4,     ,     ,   5, 0.56, 173,   4.2,   2.4,  2.8 , L  ,-,      ,      ,     
2882,09-0909-53L.S202310,2023-10-09 03:09,  12.449,  -90.409,   8.6,  3.3,  3.3,     ,     ,  17, 0.33, 293,   6.9,   4.7,  11.0, L  ,-,      ,      ,     
2883,09-1714-19R.S202310,2023-10-09 11:14,  14.408,  -93.823,  25.0,  3.6,  3.6,     ,     ,  11, 0.87, 336,   8.4,   4.7,  0.0 , R  ,-,      ,      ,     
2884,09-2225-21L.S202310,2023-10-09 16:25,  12.586,  -88.246,  24.3,  4.6,  4.6,     ,     ,  67, 0.60, 205,   2.0,   1.3,  3.7 , L  ,-,      ,      ,     
2885,10-0104-03L.S202310,2023-10-09 19:04,  14.738,  -91.568,   2.9,  2.1,  2.1,     ,     ,  15, 0.27, 104,   1.8,   1.9,  3.2 , L  ,-,      ,      ,     
2886,10-0212-46L.S202310,2023-10-09 20:12,  16.030,  -91.208,   2.5,  2.3,  2.3,     ,     ,  13, 0.29, 211,   6.6,   2.7,  3.7 , L  ,-,      ,      ,     
2887,10-0628-14L.S202310,2023-10-10 00:28,  13.246,  -90.085,  12.0,  2.6,  2.6,     ,     ,   9, 0.25, 313,   4.6,   8.5,  16.3, L  ,-,      ,      ,     
2888,10-2119-02L.S202310,2023-10-10 15:19,  14.487,  -90.318,   5.7,  2.1,  2.1,     ,     ,  12, 0.29, 87 ,  1.9 ,  1.4 , 3.9  , L  ,-,      ,      ,     
2889,11-0626-53L.S202310,2023-10-11 00:26,  13.959,  -91.476,  17.8,  3.1,  3.1,     ,     ,  14, 0.30, 249,   8.2,   4.2,  9.3 , L  ,-,      ,      ,     
2890,11-0646-00L.S202310,2023-10-11 00:46,  15.979,  -91.238,   1.7,  2.5,  2.5,     ,     ,   8, 0.44, 158,   3.4,   2.6,  3.1 , L  ,-,      ,      ,     
2891,11-1045-59L.S202310,2023-10-11 04:45,  15.612,  -89.918,   1.0,  2.5,  2.5,     ,     ,  10, 0.55, 94 ,  2.5 ,  1.4 , 2.5  , L  ,-,      ,      ,     
2892,11-2053-14L.S202310,2023-10-11 14:53,  14.531,  -89.763,   5.7,  2.4,  2.4,     ,     ,   8, 0.49, 163,   2.5,   2.0,  0.0 , L  ,-,      ,      ,     
2893,12-0516-48L.S202310,2023-10-11 23:16,  12.773,  -88.625,  23.7,  4.0,  4.0,     ,     ,  56, 0.61, 207,   2.4,   1.7,  4.5 , L  ,-,      ,      ,     
2894,12-0848-12L.S202310,2023-10-12 02:48,  13.021,  -88.653,   3.0,  3.7,  3.7,     ,     ,  30, 0.61, 317,   7.3,  12.1,   8.5, L  ,-,      ,      ,     
2895,12-2000-39L.S202310,2023-10-12 14:00,  14.941,  -87.524,   0.0,  5.0,  5.0,     ,     ,  59, 0.95, 188,   1.6,   1.4,  2.4 , L  ,2,      ,      ,     
2896,12-2010-37L.S202310,2023-10-12 14:10,  14.912,  -87.551,   0.0,  4.3,  4.3,     ,     ,  24, 0.35, 185,   3.5,   2.8,  0.0 , L  ,-,      ,      ,     
2897,13-0536-05L.S202310,2023-10-12 23:36,  15.866,  -91.096,   2.6,  1.7,  1.7,     ,     ,   8, 0.40, 170,   2.7,   1.9,  2.1 , L  ,-,      ,      ,     
2898,13-0653-18L.S202310,2023-10-13 00:53,  14.410,  -87.514,   0.8,  3.2,  3.2,     ,     ,  25, 0.38, 169,   1.8,   1.2,  2.3 , L  ,-,      ,      ,     
2899,13-0724-46L.S202310,2023-10-13 01:24,  15.856,  -91.088,   2.1,  2.9,  2.9,     ,     ,  22, 0.59, 131,   1.6,   1.3,  1.5 , L  ,-,      ,      ,     
2900,13-0727-55L.S202310,2023-10-13 01:27,  15.886,  -91.077,   0.6,  2.0,  2.0,     ,     ,   5, 0.38, 230,   5.7,   2.3,  2.9 , L  ,-,      ,      ,     
2901,13-0749-55L.S202310,2023-10-13 01:49,  12.709,  -90.589,  13.9,  2.4,  2.4,     ,     ,  10, 0.24, 323,  11.4,   8.7,  23.3, L  ,-,      ,      ,     
2902,13-1516-53R.S202310,2023-10-13 09:16,  14.965,  -87.495,  13.0,  3.9,  3.9,     ,     ,  14, 0.69, 235,   3.6,   1.7,  0.0 , R  ,-,      ,      ,     
2903,13-1637-24R.S202310,2023-10-13 10:37,  14.948,  -87.530,   3.0,  3.4,  3.4,     ,     ,   9, 0.82, 210,   3.4,   1.9,  0.0 , R  ,-,      ,      ,     
2904,13-2144-54L.S202310,2023-10-13 15:44,  14.996,  -87.501,   9.1,  3.6,  3.6,     ,     ,  11, 0.81, 237,   4.2,   2.1,  5.4 , L  ,-,      ,      ,     
2905,13-2320-43L.S202310,2023-10-13 17:20,  14.728,  -90.484,   1.1,  2.1,  2.1,     ,     ,   6, 0.16, 208,   3.4,   3.3,  4.2 , L  ,-,      ,      ,     
2906,13-2321-44L.S202310,2023-10-13 17:21,  13.449,  -92.103,   8.3,  4.2,  4.2,     ,     ,  27, 0.80, 294,   3.9,   6.4,  4.4 , L  ,0,      ,      ,     
2907,14-0032-00L.S202310,2023-10-13 18:32,  14.772,  -93.783,  10.3,  4.4,  4.4,     ,     ,  12, 0.84, 309,   5.9,  11.3,  14.6, L  ,-,      ,      ,     
2908,14-0503-48L.S202310,2023-10-13 23:03,  12.585,  -88.264,  22.6,  3.3,  3.3,     ,     ,  36, 0.33, 213,   2.9,   2.3,  5.3 , L  ,-,      ,      ,     
2909,14-0749-34L.S202310,2023-10-14 01:49,  13.860,  -92.988,   8.0,  3.1,  3.1,     ,     ,   8, 0.71, 319,   8.4,   7.1,  14.1, L  ,-,      ,      ,     
2910,14-1111-04L.S202310,2023-10-14 05:11,  14.887,  -87.523,   0.0,  4.1,  4.1,     ,     ,  25, 0.44, 131,   1.8,   1.7,  5.3 , L  ,-,      ,      ,     
2911,14-1415-43L.S202310,2023-10-14 08:15,  14.944,  -87.496,   2.5,  4.1,  4.1,     ,     ,  22, 0.85, 135,   1.8,   2.1,  2.4 , L  ,-,      ,      ,     
2912,14-1621-38L.S202310,2023-10-14 10:21,  15.009,  -87.497,   9.3,  3.5,  3.5,     ,     ,  11, 0.72, 217,   3.8,   2.4,  5.1 , L  ,-,      ,      ,     
2913,14-1924-27L.S202310,2023-10-14 13:24,  14.420,  -90.543,   3.8,  2.0,  2.0,     ,     ,   7, 0.23, 175,   6.3,   4.3,  4.1 , L  ,-,      ,      ,     
2914,14-1946-16L.S202310,2023-10-14 13:46,  14.031,  -91.550,  11.3,  3.5,  3.5,     ,     ,  24, 0.32, 238,   3.7,   3.2,  4.7 , L  ,-,      ,      ,     
2915,14-2211-05L.S202310,2023-10-14 16:11,  14.924,  -87.500,   2.2,  5.0,  5.0,     ,     ,  69, 1.27, 133,   1.3,   1.1,  3.3 , L  ,2,      ,      ,     
2916,14-2253-14L.S202310,2023-10-14 16:53,  15.075,  -87.510,   2.9,  3.6,  3.6,     ,     ,  11, 0.66, 222,   8.1,   3.2,  7.9 , L  ,-,      ,      ,     
