NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE,clasificación
1531,22-0536-48L.S202302,2023-02-21 23:36,14.059,-89.829,3.4,2.6,  2.6,     ,     ,14,0.24, 64 ,  1.6 ,  1.3 , 2.0  , L  ,-,      ,      ,     ,cortical
1532,22-0935-31L.S202302,2023-02-22 03:35,13.391,-90.485,4.7,2.3,  2.3,     ,     ,7,0.24, 303,   5.4,   6.1,  6.9 , L  ,-,      ,      ,     ,cortical
1533,22-1117-13L.S202302,2023-02-22 05:17,14.059,-89.812,3.0,1.6,  1.6,     ,     ,8,0.72, 126,   2.1,   2.0,  3.5 , L  ,-,      ,      ,     ,cortical
1534,22-1403-04L.S202302,2023-02-22 08:03,13.835,-89.937,109.0,2.7,  2.7,     ,     ,17,0.26,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción intraplaca
1535,22-1537-49L.S202302,2023-02-22 09:39,14.19,-92.508,39.9,3.8,     ,  3.8,     ,18,0.7, 292,  11.9,  23.4,   9.4, L  ,-,      ,      ,     ,subducción interfase
1536,22-1539-48L.S202302,2023-02-22 09:39,14.074,-92.652,0.0,3.7,  3.7,     ,     ,13,0.97, 240,   4.1,   3.6,  0.0 , L  ,-,      ,      ,     ,cortical
1537,22-1705-51R.S202302,2023-02-22 11:07,13.673,-90.408,27.2,3.4,     ,  3.4,     ,10,0.5, 250,  18.7,   6.5,  15.9, R  ,-,      ,      ,     ,subducción interfase
1538,22-1852-49R.S202302,2023-02-22 12:53,13.372,-90.043,25.1,3.1,     ,  3.1,     ,6,0.4, 323,   8.0,   9.2,   5.7, R  ,-,      ,      ,     ,subducción interfase
1539,22-1853-34L.S202302,2023-02-22 12:53,13.603,-89.703,16.3,2.8,  2.8,     ,     ,5,0.26, 244,  15.6,   9.7,   9.9, L  ,-,      ,      ,     ,cortical
1540,22-2301-52L.S202302,2023-02-22 17:01,14.263,-91.576,14.2,3.2,  3.2,     ,     ,21,1.21,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1541,23-0048-30L.S202302,2023-02-22 18:48,14.39,-91.594,53.7,3.6,  3.6,     ,     ,42,0.52,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1542,23-0051-23L.S202302,2023-02-22 18:51,14.494,-91.895,43.2,3.6,  3.6,     ,     ,29,0.47,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1543,23-0255-04L.S202302,2023-02-22 20:55,12.708,-88.272,18.1,4.5,  4.5,     ,     ,33,0.83,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1544,23-0630-13L.S202302,2023-02-23 00:30,14.004,-91.551,36.6,3.3,  3.3,     ,     ,24,0.83, 214,   3.0,   2.3,  4.3 , L  ,-,      ,      ,     ,subducción interfase
1545,23-0714-17L.S202302,2023-02-23 01:14,14.091,-89.878,4.6,1.8,  1.8,     ,     ,14,0.5,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1546,23-0827-13L.S202302,2023-02-23 02:27,14.089,-89.829,1.6,1.7,  1.7,     ,     ,12,0.33,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1547,23-0830-57L.S202302,2023-02-23 02:30,14.078,-89.798,5.0,2.1,  2.1,     ,     ,18,0.49,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1548,23-0903-09L.S202302,2023-02-23 03:03,14.097,-89.832,2.0,1.9,  1.9,     ,     ,15,0.3,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1549,23-0907-22L.S202302,2023-02-23 03:07,14.099,-89.822,1.0,2.3,  2.3,     ,     ,22,0.32,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1550,23-1040-53L.S202302,2023-02-23 04:40,14.085,-89.82,1.4,1.9,  1.9,     ,     ,12,0.56,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1551,23-1546-41L.S202302,2023-02-23 09:46,13.993,-91.45,26.4,3.2,  3.2,     ,     ,17,0.36, 268,   6.4,   3.8,  12.3, L  ,-,      ,      ,     ,subducción interfase
1552,23-1730-31L.S202302,2023-02-23 11:30,14.088,-91.905,0.0,2.4,  2.4,     ,     ,9,0.34,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1553,23-1821-10L.S202302,2023-02-23 12:21,14.066,-89.851,4.8,1.9,  1.9,     ,     ,10,0.08,    ,      ,      ,      , L  ,0,      ,      ,     ,cortical
1554,23-1930-55L.S202302,2023-02-23 13:30,14.468,-92.044,57.1,3.4,  3.4,     ,     ,23,0.59, 173,   5.6,   3.6,  5.2 , L  ,-,      ,      ,     ,subducción interfase
1555,23-2211-58L.S202302,2023-02-23 16:11,13.919,-91.654,26.1,4.7,  4.7,     ,     ,34,0.85, 233,   4.2,   2.7,  4.0 , L  ,-,      ,      ,     ,subducción interfase
1556,23-2235-48L.S202302,2023-02-23 16:35,14.586,-91.385,3.6,1.9,  1.9,     ,     ,17,0.11,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1557,23-2356-49L.S202302,2023-02-23 17:56,14.073,-89.848,4.2,1.9,  1.9,     ,     ,7,0.16, 142,   2.2,   2.5,  3.4 , L  ,-,      ,      ,     ,cortical
1558,24-0026-13L.S202302,2023-02-23 18:26,14.06,-89.825,4.1,2.4,  2.4,     ,     ,15,0.4,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1559,24-0111-28L.S202302,2023-02-23 19:11,14.056,-89.828,3.4,1.8,  1.8,     ,     ,11,0.09,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1560,24-0325-36L.S202302,2023-02-23 21:25,13.126,-89.303,30.5,3.1,  3.1,     ,     ,20,0.53,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1561,24-0349-26L.S202302,2023-02-23 21:49,13.222,-87.849,165.3,3.1,  3.1,     ,     ,13,0.64,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción intraplaca
1562,24-0420-25L.S202302,2023-02-23 22:20,14.119,-89.811,1.2,1.8,  1.8,     ,     ,7,1.2,  79,   4.3,   5.0,  10.8, L  ,-,      ,      ,     ,cortical
1563,24-0503-10L.S202302,2023-02-23 23:03,14.939,-93.238,15.1,3.2,  3.2,     ,     ,20,0.39,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1564,24-0546-39L.S202302,2023-02-23 23:46,14.066,-89.835,6.0,1.4,  1.4,     ,     ,8,0.18,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1565,24-0628-25L.S202302,2023-02-24 00:28,15.393,-88.131,13.5,3.5,     ,  3.5,     ,5,0.4, 306,   4.4,   8.0, 847.9, L  ,-,      ,      ,     ,cortical
1566,24-0647-37L.S202302,2023-02-24 00:47,14.058,-89.824,4.3,1.9,  1.9,     ,     ,14,0.3,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1567,24-0651-47L.S202302,2023-02-24 00:51,14.081,-89.667,6.5,1.4,  1.4,     ,     ,8,0.14,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1568,24-0723-07L.S202302,2023-02-24 01:23,14.074,-89.839,3.3,1.6,  1.6,     ,     ,17,0.21,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1569,24-0755-29L.S202302,2023-02-24 01:55,13.665,-90.968,4.7,2.3,  2.3,     ,     ,8,0.28,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1570,24-0825-53L.S202302,2023-02-24 02:25,15.02,-94.06,17.2,3.4,  3.4,     ,     ,18,1.18,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1571,24-0840-33L.S202302,2023-02-24 02:40,14.062,-89.842,4.8,1.6,  1.6,     ,     ,9,0.1,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1572,24-0918-55L.S202302,2023-02-24 03:18,12.675,-88.452,6.9,3.0,  3.0,     ,     ,9,0.13,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1573,24-0953-06L.S202302,2023-02-24 03:53,14.061,-89.847,4.7,1.9,  1.9,     ,     ,6,0.05,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1574,24-1110-58L.S202302,2023-02-24 05:10,14.2,-91.181,45.6,2.9,  2.9,     ,     ,15,0.34,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1575,24-1922-45L.S202302,2023-02-24 13:22,14.406,-92.8,6.4,4.2,     ,  4.2,     ,15,0.7, 304,   7.9,   9.4,  14.3, L  ,-,      ,      ,     ,cortical
1576,24-2116-38L.S202302,2023-02-24 15:16,14.425,-92.212,34.8,3.3,  3.3,     ,     ,17,0.53, 208,   5.7,   3.9,  6.9 , L  ,-,      ,      ,     ,subducción interfase
1577,24-2239-29L.S202302,2023-02-24 16:39,14.031,-89.721,7.6,1.7,  1.7,     ,     ,10,0.72,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1578,24-2322-58L.S202302,2023-02-24 17:22,14.716,-92.764,23.2,2.7,  2.7,     ,     ,17,0.2,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1579,25-0047-28L.S202302,2023-02-24 18:47,14.064,-89.845,5.2,2.2,  2.2,     ,     ,8,0.09,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1580,25-0134-14L.S202302,2023-02-24 19:34,13.687,-91.005,22.8,2.8,  2.8,     ,     ,24,0.22,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1581,25-0209-22L.S202302,2023-02-24 20:09,13.948,-91.979,30.0,3.3,  3.3,     ,     ,37,0.62,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1582,25-0239-30L.S202302,2023-02-24 20:39,14.902,-91.277,49.5,2.7,  2.7,     ,     ,15,0.84,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1583,25-0249-41L.S202302,2023-02-24 20:49,14.06,-89.842,3.4,2.2,  2.2,     ,     ,11,0.34,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1584,25-0428-46L.S202302,2023-02-24 22:28,13.62,-91.936,29.8,3.8,  3.8,     ,     ,33,0.71,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1585,25-0443-14L.S202302,2023-02-24 22:43,12.979,-89.578,4.6,3.4,  3.4,     ,     ,27,0.45,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1586,25-0520-50L.S202302,2023-02-24 23:20,14.441,-92.812,34.5,3.2,  3.2,     ,     ,19,0.41,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1587,25-0532-43L.S202302,2023-02-24 23:32,13.97,-91.481,38.6,4.0,  4.0,     ,     ,53,1.0,    ,      ,      ,      , L  ,2,      ,      ,     ,subducción interfase
1588,25-1011-23L.S202302,2023-02-25 04:11,12.773,-89.534,1.3,3.0,  3.0,     ,     ,16,1.2,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1589,25-1056-30L.S202302,2023-02-25 04:56,14.065,-89.824,3.2,2.0,  2.0,     ,     ,9,0.29,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1590,25-1105-33L.S202302,2023-02-25 05:05,14.074,-89.816,4.6,1.6,  1.6,     ,     ,8,0.07,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1591,25-1156-55L.S202302,2023-02-25 05:56,11.935,-87.031,20.6,3.9,  3.9,     ,     ,17,0.25,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1592,25-1207-18L.S202302,2023-02-25 06:07,15.932,-94.856,16.4,4.2,  4.2,     ,     ,26,1.08,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1593,25-1309-56L.S202302,2023-02-25 07:09,14.036,-91.446,49.3,2.8,  2.8,     ,     ,17,0.26,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1594,25-1340-54L.S202302,2023-02-25 07:40,14.592,-91.389,2.4,1.9,  1.9,     ,     ,16,0.23,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1595,25-1357-41L.S202302,2023-02-25 07:57,14.249,-92.597,12.1,3.1,  3.1,     ,     ,22,0.64,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1596,25-1637-43L.S202302,2023-02-25 10:37,15.691,-91.75,2.5,3.0,  3.0,     ,     ,29,1.02,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1597,25-1807-51L.S202302,2023-02-25 12:07,13.73,-89.322,195.4,3.6,  3.6,     ,     ,23,0.48,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción intraplaca
1598,25-2001-47L.S202302,2023-02-25 14:01,14.138,-93.231,0.0,3.5,  3.5,     ,     ,20,0.63,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1599,25-2359-30L.S202302,2023-02-25 17:59,14.071,-89.837,4.4,2.6,  2.6,     ,     ,17,0.26,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1600,26-0631-47L.S202302,2023-02-26 00:31,13.641,-91.175,25.0,2.8,  2.8,     ,     ,18,0.91,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1601,26-0631-48L.S202302,2023-02-26 00:31,13.764,-91.042,18.0,2.8,  2.8,     ,     ,13,1.37, 244,   7.0,   3.7,  11.6, L  ,-,      ,      ,     ,cortical
1602,26-1041-02L.S202302,2023-02-26 04:41,14.033,-89.774,17.6,3.1,     ,  3.1,     ,5,0.7, 157,   5.3,   7.6,   9.2, L  ,-,      ,      ,     ,cortical
1603,26-1212-21L.S202302,2023-02-26 06:12,13.297,-90.26,9.7,2.9,  2.9,     ,     ,9,0.22,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1604,26-1305-52L.S202302,2023-02-26 07:07,13.816,-92.222,75.9,4.3,  4.3,  4.2,     ,27,0.5, 292,  10.6,   7.3,  11.9, L  ,0,      ,      ,     ,subducción intraplaca
1605,26-1307-10L.S202302,2023-02-26 07:07,13.766,-92.223,27.5,4.3,  4.3,     ,     ,22,0.49,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1606,26-1343-23L.S202302,2023-02-26 07:43,13.744,-92.159,0.0,3.2,  3.2,     ,     ,18,0.4,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1607,26-1408-57L.S202302,2023-02-26 08:08,13.63,-92.165,18.7,3.2,  3.2,     ,     ,19,0.46,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1608,26-1525-02L.S202302,2023-02-26 09:25,13.464,-90.635,13.4,3.4,  3.4,     ,     ,29,0.41,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1609,26-2055-46L.S202302,2023-02-26 14:55,13.841,-91.737,34.8,3.5,  3.5,     ,     ,34,0.6,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1610,27-0552-54L.S202302,2023-02-26 23:52,12.157,-87.823,5.2,3.7,  3.7,     ,     ,11,0.42,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1611,27-0919-53L.S202302,2023-02-27 03:19,13.509,-89.518,11.1,2.6,  2.6,     ,     ,20,1.1,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1612,27-0952-50L.S202302,2023-02-27 03:53,14.204,-92.004,60.6,4.8,  4.8,  4.1,     ,51,0.9, 252,   9.0,   8.8,   8.2, L  ,1,      ,      ,     ,subducción intraplaca
1613,27-0953-39L.S202302,2023-02-27 03:53,14.313,-91.656,36.3,4.7,  4.7,     ,     ,39,4.35, 93 ,  2.3 ,  2.0 , 3.6  , L  ,-,      ,      ,     ,subducción interfase
1614,27-1012-11L.S202302,2023-02-27 04:12,11.614,-85.981,159.0,4.1,  4.1,     ,     ,11,0.64,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción intraplaca
1615,27-1034-51L.S202302,2023-02-27 04:35,14.172,-91.864,58.3,3.4,     ,  3.4,     ,29,0.7, 243,  10.8,   9.9,  11.0, L  ,-,      ,      ,     ,subducción interfase
1616,27-1035-23L.S202302,2023-02-27 04:35,14.28,-91.879,21.6,3.4,  3.4,     ,     ,26,1.07, 199,   3.3,   3.5,  3.0 , L  ,-,      ,      ,     ,cortical
1617,27-1327-03L.S202302,2023-02-27 07:27,13.462,-90.415,38.6,3.8,  3.8,     ,     ,21,0.37,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1618,27-1444-08L.S202302,2023-02-27 08:44,14.066,-89.844,3.6,2.4,  2.4,     ,     ,10,0.19,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1619,27-1846-08L.S202302,2023-02-27 12:46,12.564,-88.025,21.0,5.8,  5.8,     ,     ,63,0.73,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1620,27-1911-40L.S202302,2023-02-27 13:11,17.478,-91.548,25.0,5.2,  5.2,     ,     ,6,1.11, 298,  35.7,  19.9,   0.0, L  ,-,      ,      ,     ,cortical
1621,27-1954-22L.S202302,2023-02-27 13:54,13.462,-90.584,26.3,3.2,  3.2,     ,     ,10,0.22,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1622,27-1958-44L.S202302,2023-02-27 13:58,12.587,-87.974,25.0,3.9,  3.9,     ,     ,9,0.47, 225,  12.1,   4.6,   0.0, L  ,-,      ,      ,     ,cortical
1623,27-2137-05L.S202302,2023-02-27 15:37,13.407,-91.037,36.2,3.5,  3.5,     ,     ,21,0.21,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1624,27-2322-29L.S202302,2023-02-27 17:22,12.647,-90.176,0.0,3.6,  3.6,     ,     ,24,0.77,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1625,28-0155-52L.S202302,2023-02-27 19:55,14.508,-90.546,8.6,1.6,  1.6,     ,     ,8,0.27,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1626,28-0435-27L.S202302,2023-02-27 22:35,13.569,-91.029,1.4,3.9,  3.9,     ,     ,39,0.77,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1627,28-0439-49R.S202302,2023-02-27 22:41,13.505,-91.035,31.3,4.0,     ,  4.0,     ,36,0.8, 252,   7.0,   3.8,   8.6, R  ,0,      ,      ,     ,subducción interfase
1628,28-0441-28L.S202302,2023-02-27 22:41,13.367,-91.045,55.8,4.2,  4.2,     ,     ,49,0.85,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1629,28-0454-51L.S202302,2023-02-27 22:54,14.073,-89.844,3.1,1.6,  1.6,     ,     ,8,0.09,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1630,28-0458-44L.S202302,2023-02-27 22:58,14.078,-89.843,3.4,1.6,  1.6,     ,     ,12,0.1,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1631,28-0529-50R.S202302,2023-02-27 23:31,14.13,-89.905,3.0,3.1,     ,  3.1,     ,4,0.3, 163,   6.2,   5.5,  12.2, R  ,-,      ,      ,     ,cortical
1632,28-0531-02L.S202302,2023-02-27 23:31,14.076,-89.847,2.9,2.3,  2.3,     ,     ,13,0.24, 78 ,  1.6 ,  1.5 , 2.0  , L  ,-,      ,      ,     ,cortical
1633,28-0543-29L.S202302,2023-02-27 23:43,14.316,-90.179,18.1,1.2,  1.2,     ,     ,10,0.86,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1634,28-0550-03L.S202302,2023-02-27 23:50,14.072,-89.841,3.7,1.8,  1.8,     ,     ,14,0.21,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1635,28-0553-17L.S202302,2023-02-27 23:53,13.43,-90.27,38.1,2.8,  2.8,     ,     ,21,0.37,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1636,28-0618-18L.S202302,2023-02-28 00:18,14.061,-89.851,3.9,1.6,  1.6,     ,     ,10,0.18,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1637,28-0647-48L.S202302,2023-02-28 00:47,14.067,-89.854,5.8,1.7,  1.7,     ,     ,8,0.07,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1638,28-0746-37L.S202302,2023-02-28 01:46,14.06,-89.853,4.2,1.7,  1.7,     ,     ,8,0.07,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1639,28-0748-42L.S202302,2023-02-28 01:48,14.071,-89.84,1.2,2.4,  2.4,     ,     ,19,0.34,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1640,28-0754-11L.S202302,2023-02-28 01:54,15.672,-90.942,0.0,2.8,  2.8,     ,     ,22,0.73,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
