NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE,clasificación
1982,28-0706-23L.S202303,2023-03-28 01:06,15.573,-93.491,59.5,3.9,  3.9,     ,     ,35,0.85,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1983,28-0911-23L.S202303,2023-03-28 03:11,15.841,-93.435,83.6,2.9,  2.9,     ,     ,18,0.58,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción intraplaca
1984,28-2235-20L.S202303,2023-03-28 16:35,13.923,-91.509,11.9,3.4,  3.4,     ,     ,16,0.8, 243,   4.4,   4.0,  5.8 , L  ,-,      ,      ,     ,cortical
1985,29-0315-16L.S202303,2023-03-28 21:15,14.576,-89.127,3.9,2.2,  2.2,     ,     ,27,0.66,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1986,29-0425-11L.S202303,2023-03-28 22:25,14.074,-89.839,4.6,1.8,  1.8,     ,     ,7,0.01,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1987,29-0605-08L.S202303,2023-03-29 00:05,13.325,-90.084,24.9,2.8,  2.8,     ,     ,15,0.16,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1988,29-0628-11L.S202303,2023-03-29 00:28,13.337,-88.622,148.4,3.2,  3.2,     ,     ,22,0.33,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción intraplaca
1989,29-0640-10L.S202303,2023-03-29 00:40,14.021,-89.969,178.2,3.4,  3.4,     ,     ,54,0.5,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción intraplaca
1990,29-0701-16L.S202303,2023-03-29 01:01,14.063,-91.665,23.6,3.0,  3.0,     ,     ,17,0.26,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1991,29-1045-06L.S202303,2023-03-29 04:45,13.839,-91.849,1.2,3.4,  3.4,     ,     ,15,0.25,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1992,29-1156-37L.S202303,2023-03-29 05:56,14.055,-89.836,1.4,1.7,  1.7,     ,     ,6,0.29,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1993,29-2147-42L.S202303,2023-03-29 15:47,14.168,-91.602,39.8,2.6,  2.6,     ,     ,16,0.48,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1994,30-0223-33L.S202303,2023-03-29 20:23,13.919,-91.507,35.2,3.6,  3.6,     ,     ,23,0.4,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción interfase
1995,30-0331-26L.S202303,2023-03-29 21:31,14.434,-90.557,4.1,2.1,  2.1,     ,     ,16,0.45,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1996,30-0815-49L.S202303,2023-03-30 02:15,13.204,-90.385,4.8,3.4,  3.4,     ,     ,23,0.55,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1997,30-1329-18L.S202303,2023-03-30 07:29,14.015,-91.648,16.6,3.2,  3.2,     ,     ,20,0.2,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1998,30-1639-11L.S202303,2023-03-30 10:39,14.412,-93.049,23.3,3.8,  3.8,     ,     ,25,0.57,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
1999,30-2024-17L.S202303,2023-03-30 14:24,14.486,-92.76,0.0,3.6,  3.6,     ,     ,15,0.54,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
2000,30-2053-59L.S202303,2023-03-30 14:53,13.049,-89.0,47.3,3.8,     ,  3.8,     ,20,0.4, 248,  11.3,   4.4,  21.5, L  ,-,      ,      ,     ,subducción interfase
2001,30-2151-05L.S202303,2023-03-30 15:51,13.544,-91.201,8.9,3.2,  3.2,     ,     ,12,0.33, 286,   4.7,   4.0,   8.5, L  ,-,      ,      ,     ,cortical
2002,31-0650-27L.S202303,2023-03-31 00:50,14.066,-89.863,2.4,3.1,  3.1,     ,     ,25,0.9, 78 ,  2.0 ,  1.8 ,  1.5 , L  ,-,      ,      ,     ,cortical
2003,31-0957-13L.S202303,2023-03-31 03:57,14.44,-90.615,6.1,1.7,  1.7,     ,     ,8,0.5, 194,   3.3,   4.8,  0.0 , L  ,-,      ,      ,     ,cortical
2004,31-0957-14L.S202303,2023-03-31 03:57,14.442,-90.57,6.1,1.7,     ,  1.7,     ,9,0.8, 140,   5.8,  14.4,  14.5, L  ,-,      ,      ,     ,cortical
2005,31-1931-19L.S202303,2023-03-31 13:31,13.608,-90.938,33.9,3.7,     ,  3.7,     ,22,0.7, 248,  11.3,   4.7,  20.3, L  ,-,      ,      ,     ,subducción interfase
2006,31-2357-28L.S202303,2023-03-31 17:57,14.551,-92.641,32.7,3.5,  3.5,     ,     ,12,0.19, 250,  15.7,  12.1,  11.4, L  ,-,      ,      ,     ,subducción interfase
2007,31-2358-30L.S202303,2023-03-31 17:58,13.951,-91.616,4.5,3.2,  3.2,     ,     ,14,0.3, 281,  11.0,   6.9,   4.1, L  ,-,      ,      ,     ,cortical
2008,01-0219-59L.S202304,2023-03-31 20:19,13.038,-89.633,11.7,3.3,  3.3,     ,     ,22,0.56, 214,   3.2,   2.2,   5.1, L  ,-,      ,      ,     ,cortical
2009,01-0435-18L.S202304,2023-03-31 22:35,15.166,-93.277,48.2,3.0,  3.0,     ,     ,12,0.84, 258,   4.9,   5.5,  10.1, L  ,-,      ,      ,     ,subducción interfase
2010,01-0604-17L.S202304,2023-04-01 00:04,14.049,-89.82,5.1,1.8,  1.8,     ,     ,3,0.09, 164,   2.8,   3.7,   6.6, L  ,-,      ,      ,     ,cortical
2011,01-0633-31L.S202304,2023-04-01 00:33,14.081,-89.83,5.4,1.6,  1.6,     ,     ,6,0.18, 126,   2.1,   2.1,   4.3, L  ,-,      ,      ,     ,cortical
2012,01-0645-35L.S202304,2023-04-01 00:45,14.047,-89.829,4.5,1.9,  1.9,     ,     ,6,0.27, 161,   4.5,   4.4,   2.7, L  ,-,      ,      ,     ,cortical
2013,01-0848-46L.S202304,2023-04-01 02:48,13.93,-91.63,12.2,2.7,  2.7,     ,     ,14,0.46, 271,   4.2,   3.8,   7.4, L  ,-,      ,      ,     ,cortical
2014,01-0959-32L.S202304,2023-04-01 03:59,13.322,-90.833,29.9,2.6,  2.6,     ,     ,14,0.39, 264,   6.7,   3.5,  15.7, L  ,-,      ,      ,     ,subducción interfase
2015,01-1000-39L.S202304,2023-04-01 04:00,14.054,-89.814,3.7,1.6,  1.6,     ,     ,6,0.23, 145,   2.3,   2.5,   4.5, L  ,-,      ,      ,     ,cortical
2016,01-1032-59L.S202304,2023-04-01 04:32,14.043,-89.821,6.2,1.7,  1.7,     ,     ,3,0.17, 174,   3.1,   4.1,   5.7, L  ,-,      ,      ,     ,cortical
2017,01-1052-42L.S202304,2023-04-01 04:52,15.495,-87.809,2.2,2.7,  2.7,     ,     ,7,0.56, 202,   6.1,   2.5,   2.3, L  ,-,      ,      ,     ,cortical
2018,01-1057-47L.S202304,2023-04-01 04:57,14.059,-89.812,8.1,1.5,  1.5,     ,     ,4,0.48, 145,   2.3,   3.4,   5.6, L  ,-,      ,      ,     ,cortical
2019,01-1125-04L.S202304,2023-04-01 05:25,14.056,-89.816,6.4,1.6,  1.6,     ,     ,5,0.08, 146,   2.2,   3.1,   4.8, L  ,-,      ,      ,     ,cortical
2020,01-1130-44L.S202304,2023-04-01 05:30,14.057,-89.81,5.2,1.5,  1.5,     ,     ,5,0.18, 147,   2.1,   2.7,   4.8, L  ,-,      ,      ,     ,cortical
2021,01-1804-23L.S202304,2023-04-01 12:04,14.091,-89.775,2.0,2.6,  2.6,     ,     ,3,0.29, 192,   4.3,   5.6,  10.4, L  ,-,      ,      ,     ,cortical
2022,01-1903-00L.S202304,2023-04-01 13:03,11.595,-86.142,134.3,4.1,  4.1,     ,     ,12,0.59, 188,   9.4,   9.1,   5.5, L  ,-,      ,      ,     ,subducción intraplaca
2023,01-2137-18L.S202304,2023-04-01 15:37,14.576,-91.08,1.3,2.9,  2.9,     ,     ,18,0.19, 133,   4.3,   1.4,   5.1, L  ,-,      ,      ,     ,cortical
2024,02-0003-38L.S202304,2023-04-01 18:03,14.054,-89.813,4.5,2.0,  2.0,     ,     ,4,0.68, 150,   2.6,   3.7,   4.3, L  ,-,      ,      ,     ,cortical
2025,02-0018-31L.S202304,2023-04-01 18:18,15.466,-94.815,16.7,4.6,  4.6,     ,     ,14,1.56, 179,   4.4,   2.6,  11.6, L  ,-,      ,      ,     ,cortical
2026,02-0204-32L.S202304,2023-04-01 20:04,15.506,-94.8,11.4,4.2,  4.2,     ,     ,10,1.4, 252,   7.9,   9.1,  18.0, L  ,-,      ,      ,     ,cortical
2027,02-0525-17L.S202304,2023-04-01 23:25,14.07,-89.855,3.1,1.8,  1.8,     ,     ,3,0.12, 182,   3.0,   3.7,   6.0, L  ,-,      ,      ,     ,cortical
2028,02-0526-59L.S202304,2023-04-01 23:26,14.067,-89.847,1.5,2.7,  2.7,     ,     ,20,0.37, 79 ,  1.4 ,  1.3 ,  1.5 , L  ,-,      ,      ,     ,cortical
2029,02-0535-08L.S202304,2023-04-01 23:35,14.575,-90.665,206.2,2.8,  2.8,     ,     ,26,0.44, 103,   4.6,   4.5,   4.1, L  ,-,      ,      ,     ,subducción intraplaca
2030,02-0606-43L.S202304,2023-04-02 00:06,14.059,-89.819,5.5,2.0,  2.0,     ,     ,6,0.11, 147,   2.3,   2.3,   4.3, L  ,-,      ,      ,     ,cortical
2031,02-0630-08L.S202304,2023-04-02 00:30,14.077,-89.839,5.0,1.9,  1.9,     ,     ,5,0.31, 141,   2.5,   2.1,  2.3 , L  ,-,      ,      ,     ,cortical
2032,02-0639-27L.S202304,2023-04-02 00:39,14.08,-90.047,0.8,1.1,  1.1,     ,     ,3,0.5, 228,  10.8,   3.9,   3.9, L  ,-,      ,      ,     ,cortical
2033,02-0743-39L.S202304,2023-04-02 01:43,14.072,-89.838,3.3,1.7,  1.7,     ,     ,7,0.45, 152,   2.1,   2.2,   2.0, L  ,-,      ,      ,     ,cortical
2034,02-0805-43L.S202304,2023-04-02 02:05,13.811,-92.762,24.6,3.3,  3.3,     ,     ,13,0.49, 270,   5.9,   4.8,  15.9, L  ,-,      ,      ,     ,cortical
2035,02-0820-20L.S202304,2023-04-02 02:20,14.063,-89.841,5.8,1.9,  1.9,     ,     ,3,0.06, 171,   2.9,   3.5,   5.7, L  ,-,      ,      ,     ,cortical
2036,02-0826-21L.S202304,2023-04-02 02:26,14.754,-89.338,0.0,1.5,  1.5,     ,     ,7,0.75, 156,   1.5,   4.0,  0.0 , L  ,-,      ,      ,     ,cortical
2037,02-0920-53R.S202304,2023-04-02 03:21,14.287,-90.518,9.2,2.8,     ,  2.8,     ,4,0.6, 207, 126.6, 242.0, 490.3, R  ,-,      ,      ,     ,cortical
2038,02-1001-32L.S202304,2023-04-02 04:01,16.376,-95.295,64.5,4.5,  4.5,     ,     ,16,0.85, 156,   6.5,   6.7,  16.2, L  ,-,      ,      ,     ,subducción intraplaca
2039,02-1032-39L.S202304,2023-04-02 04:32,12.896,-88.724,35.5,2.9,  2.9,     ,     ,8,0.44, 323,  12.9,  12.9,  16.7, L  ,-,      ,      ,     ,subducción interfase
2040,02-1538-59L.S202304,2023-04-02 09:38,13.445,-91.015,11.1,3.8,  3.8,     ,     ,22,0.59, 274,   5.0,   3.1,  9.7 , L  ,-,      ,      ,     ,cortical
2041,02-1539-01L.S202304,2023-04-02 09:39,13.427,-91.021,8.5,3.8,  3.8,     ,     ,25,0.59,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
2042,02-1604-35L.S202304,2023-04-02 10:04,13.104,-89.539,13.8,3.4,  3.4,     ,     ,14,0.5, 235,   3.8,   2.4,   4.7, L  ,-,      ,      ,     ,cortical
2043,02-1724-34L.S202304,2023-04-02 11:24,14.374,-92.308,18.8,3.7,  3.7,     ,     ,12,0.35, 329,  25.5,  11.8,  22.2, L  ,-,      ,      ,     ,cortical
2044,02-1802-37L.S202304,2023-04-02 12:02,13.465,-90.983,14.9,3.7,  3.7,     ,     ,17,0.62, 273,   4.3,   2.6,  7.9 , L  ,-,      ,      ,     ,cortical
2045,02-1802-38L.S202304,2023-04-02 12:02,13.457,-90.991,5.6,3.7,  3.7,     ,     ,25,0.63,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
2046,02-2103-19L.S202304,2023-04-02 15:03,14.526,-92.489,22.3,2.9,  2.9,     ,     ,7,0.19, 247,  14.8,   4.8,  42.9, L  ,-,      ,      ,     ,cortical
2047,02-2227-38L.S202304,2023-04-02 16:27,14.847,-90.399,2.6,1.7,  1.7,     ,     ,11,0.71, 117,   1.4,   2.4,   3.1, L  ,-,      ,      ,     ,cortical
2048,02-2232-45L.S202304,2023-04-02 16:32,12.368,-87.953,25.0,4.2,  4.2,     ,     ,13,0.69, 209,   9.9,   5.5,  0.0 , L  ,-,      ,      ,     ,cortical
2049,02-2320-32L.S202304,2023-04-02 17:20,13.998,-91.497,28.4,3.9,  3.9,     ,     ,32,0.83, 211,   3.2,   1.8,   3.5, L  ,-,      ,      ,     ,subducción interfase
2050,03-0107-39L.S202304,2023-04-02 19:07,13.454,-90.536,30.5,3.3,  3.3,     ,     ,17,0.42, 252,   4.0,   3.3,  11.6, L  ,-,      ,      ,     ,subducción interfase
2051,03-0238-59L.S202304,2023-04-02 20:38,14.167,-91.427,45.9,3.1,  3.1,     ,     ,14,0.35, 204,   6.4,   3.1,  10.0, L  ,-,      ,      ,     ,subducción interfase
2052,03-0327-50L.S202304,2023-04-02 21:27,15.339,-90.639,3.5,3.2,  3.2,     ,     ,32,0.35, 74 ,  1.2 ,  1.3 ,  1.5 , L  ,-,      ,      ,     ,cortical
2053,03-0648-43L.S202304,2023-04-03 00:48,13.914,-91.58,38.0,3.2,  3.2,     ,     ,25,0.56, 252,   4.2,   2.6,   6.6, L  ,-,      ,      ,     ,subducción interfase
2054,03-1236-08L.S202304,2023-04-03 06:36,12.223,-89.476,2.3,5.0,  5.0,     ,     ,22,0.5, 274,   8.5,   3.0,   7.5, L  ,-,      ,      ,     ,cortical
2055,04-0035-23L.S202304,2023-04-03 18:35,12.988,-89.024,32.2,3.6,  3.6,     ,     ,13,0.33, 249,   9.2,   3.5,  11.9, L  ,-,      ,      ,     ,subducción interfase
2056,04-0131-39L.S202304,2023-04-03 19:31,13.326,-90.525,10.9,3.1,  3.1,     ,     ,10,0.78, 284,   9.1,   4.7,  16.8, L  ,-,      ,      ,     ,cortical
2057,04-0234-31L.S202304,2023-04-03 20:34,13.505,-90.542,14.6,3.0,  3.0,     ,     ,11,0.39, 250,   5.4,   3.2,  10.7, L  ,-,      ,      ,     ,cortical
2058,04-0255-11L.S202304,2023-04-03 20:55,16.581,-94.43,94.2,3.1,  3.1,     ,     ,5,0.38, 121,   6.3,   2.8,  10.8, L  ,-,      ,      ,     ,subducción intraplaca
2059,04-0449-02L.S202304,2023-04-03 22:49,13.914,-91.598,17.6,3.2,  3.2,     ,     ,19,0.61, 270,   3.7,   2.8,   3.4, L  ,-,      ,      ,     ,cortical
2060,04-1039-58L.S202304,2023-04-04 04:39,13.944,-91.446,14.7,3.7,  3.7,     ,     ,17,0.45, 244,   4.1,   3.2,   5.2, L  ,-,      ,      ,     ,cortical
2061,04-1832-05L.S202304,2023-04-04 12:32,12.654,-88.416,9.7,4.5,  4.5,     ,     ,28,0.46, 208,   2.4,   1.4,   4.4, L  ,-,      ,      ,     ,cortical
2062,04-2047-53L.S202304,2023-04-04 14:47,14.164,-92.235,22.3,2.9,  2.9,     ,     ,12,0.18, 295,   6.8,   7.5,  14.9, L  ,-,      ,      ,     ,cortical
2063,04-2217-08L.S202304,2023-04-04 16:17,14.326,-91.461,42.8,3.2,  3.2,     ,     ,13,0.09, 157,   6.8,   7.5,  17.8, L  ,-,      ,      ,     ,subducción interfase
2064,05-0014-02L.S202304,2023-04-04 18:14,12.993,-89.955,8.4,3.8,  3.8,     ,     ,11,0.42, 279,   5.3,   5.3,   9.2, L  ,-,      ,      ,     ,cortical
2065,05-0419-11L.S202304,2023-04-04 22:19,12.994,-89.692,12.1,2.7,  2.7,     ,     ,5,0.28, 268,   6.8,   5.1,   9.5, L  ,-,      ,      ,     ,cortical
2066,05-0529-40L.S202304,2023-04-04 23:29,15.297,-90.103,4.1,2.8,  2.8,     ,     ,12,0.47, 197,   2.6,   2.4,   5.8, L  ,-,      ,      ,     ,cortical
2067,05-0719-07L.S202304,2023-04-05 01:19,14.099,-89.803,0.0,1.5,  1.5,     ,     ,4,0.49, 173,   2.1,   2.8,   0.0, L  ,-,      ,      ,     ,cortical
2068,05-0741-27L.S202304,2023-04-05 01:41,13.906,-91.737,9.3,2.8,  2.8,     ,     ,12,1.17, 263,   4.3,   3.0,   2.9, L  ,-,      ,      ,     ,cortical
2069,05-1401-48L.S202304,2023-04-05 08:01,15.476,-91.122,0.7,3.8,     ,  3.8,     ,27,0.9, 118,   4.5,   2.9,   3.5, L  ,0,      ,      ,     ,cortical
2070,05-1520-22L.S202304,2023-04-05 09:20,13.867,-90.894,84.2,3.4,     ,  3.4,     ,11,0.7, 241,  24.1,   8.6,  26.4, L  ,-,      ,      ,     ,subducción intraplaca
2071,05-1520-23L.S202304,2023-04-05 09:20,13.569,-90.956,28.0,3.6,  3.6,     ,     ,17,0.29, 260,   4.5,   2.6,  12.1, L  ,-,      ,      ,     ,subducción interfase
2072,05-1906-54L.S202304,2023-04-05 13:06,15.18,-91.256,249.2,3.8,  3.8,  4.1,     ,40,0.5,  78,   4.6,   2.8,   4.1, L  ,-,      ,      ,     ,subducción intraplaca
2073,05-2026-41L.S202304,2023-04-05 14:26,13.456,-91.51,23.6,4.1,     ,  4.1,     ,24,0.7, 258,  10.1,   6.9,  14.8, L  ,-,      ,      ,     ,cortical
2074,05-2026-42L.S202304,2023-04-05 14:26,13.391,-91.511,6.3,4.1,  4.1,     ,     ,28,1.58, 260,   6.8,   4.4,  9.7 , L  ,-,      ,      ,     ,cortical
2075,05-2254-13L.S202304,2023-04-05 16:54,15.352,-90.631,2.7,2.5,  2.5,     ,     ,8,0.23, 87 ,  2.0 ,  1.8 ,  2.3 , L  ,-,      ,      ,     ,cortical
2076,05-2346-30L.S202304,2023-04-05 17:46,14.745,-91.596,17.6,2.2,  2.2,     ,     ,9,0.39, 175,   3.3,   5.1,   7.4, L  ,-,      ,      ,     ,cortical
2077,06-0108-00L.S202304,2023-04-05 19:08,14.439,-92.793,0.5,3.2,  3.2,     ,     ,10,0.31, 321,  16.3,  25.8,  30.1, L  ,-,      ,      ,     ,cortical
2078,06-0210-47L.S202304,2023-04-05 20:10,15.554,-91.246,8.6,2.6,  2.6,     ,     ,10,0.7, 285,   5.7,   5.7,  10.0, L  ,-,      ,      ,     ,cortical
2079,06-0233-11L.S202304,2023-04-05 20:33,14.059,-90.477,95.3,1.9,  1.9,     ,     ,8,0.36, 250,  21.4,   6.3,  10.5, L  ,-,      ,      ,     ,subducción intraplaca
2080,06-0556-38L.S202304,2023-04-05 23:56,13.087,-89.245,16.2,2.8,  2.8,     ,     ,9,1.55, 319,   6.6,   8.2,  12.4, L  ,-,      ,      ,     ,cortical
2081,06-1137-53L.S202304,2023-04-06 05:37,15.593,-91.102,1.2,2.9,  2.9,     ,     ,22,2.62, 140,   2.6,   1.6,   2.9, L  ,-,      ,      ,     ,cortical
2082,06-1429-03L.S202304,2023-04-06 08:29,14.678,-90.551,2.7,1.7,  1.7,     ,     ,7,0.12, 146,   3.2,   4.2,  6.1 , L  ,-,      ,      ,     ,cortical
2083,06-2138-15L.S202304,2023-04-06 15:38,15.055,-93.603,17.7,5.8,  5.8,     ,     ,40,0.94, 171,   2.5,   2.3,   3.9, L  ,2,      ,      ,     ,cortical
2084,07-0145-17L.S202304,2023-04-06 19:45,14.232,-92.363,10.2,3.2,  3.2,     ,     ,17,0.63, 249,   3.7,   3.0,   3.6, L  ,-,      ,      ,     ,cortical
2085,07-0302-15L.S202304,2023-04-06 21:02,13.87,-90.359,106.6,3.2,  3.2,     ,     ,29,0.78, 182,   4.8,   2.6,   4.1, L  ,-,      ,      ,     ,subducción intraplaca
2086,07-0905-40L.S202304,2023-04-07 03:05,17.757,-94.687,25.0,4.4,  4.4,     ,     ,9,1.05, 250,  21.7,   7.8,   0.0, L  ,-,      ,      ,     ,cortical
2087,07-1043-54L.S202304,2023-04-07 04:43,14.174,-93.299,19.6,4.0,  4.0,     ,     ,10,0.14, 333,  11.4,  14.7,  23.7, L  ,-,      ,      ,     ,cortical
2088,07-1433-47L.S202304,2023-04-07 08:33,14.274,-93.553,24.0,4.0,  4.0,     ,     ,14,0.76, 285,   5.0,   4.4,  0.0 , L  ,-,      ,      ,     ,cortical
2089,07-1433-47R.S202304,2023-04-07 08:33,14.455,-93.351,76.3,3.9,     ,  3.9,     ,14,0.8, 274,  36.7,  21.9,  84.0, R  ,-,      ,      ,     ,subducción intraplaca
2090,07-1518-04R.S202304,2023-04-07 09:18,14.138,-93.4,32.6,3.9,     ,  3.9,     ,15,0.7, 252,  27.9,  20.1,  51.6, R  ,-,      ,      ,     ,subducción interfase
2091,07-1518-05L.S202304,2023-04-07 09:18,14.194,-93.461,37.0,3.9,  3.9,     ,     ,14,1.16, 252,   4.7,   4.0,  0.0 , L  ,-,      ,      ,     ,subducción interfase
2092,07-1923-14L.S202304,2023-04-07 13:23,13.513,-91.353,24.7,3.4,  3.4,  3.8,     ,14,0.7, 275,  15.9,   7.0,  16.7, L  ,-,      ,      ,     ,cortical
2093,07-2109-22L.S202304,2023-04-07 15:09,14.611,-92.551,65.1,3.5,  3.5,     ,     ,15,0.6, 233,   8.1,   5.7,   8.5, L  ,-,      ,      ,     ,subducción intraplaca
2094,08-0047-43L.S202304,2023-04-07 18:47,14.502,-92.46,23.9,3.5,  3.5,     ,     ,21,0.69, 232,   3.7,   2.8,   3.0, L  ,-,      ,      ,     ,cortical
2095,08-1555-18L.S202304,2023-04-08 09:55,14.512,-90.998,4.4,4.1,  4.1,     ,     ,35,0.84, 65 ,  2.2 ,  1.1 ,  1.5 , L  ,2,      ,      ,     ,cortical
2096,08-2223-57L.S202304,2023-04-08 16:23,14.509,-91.01,1.1,2.7,  2.7,     ,     ,17,0.24, 128,   3.1,   1.1,   2.6, L  ,-,      ,      ,     ,cortical
2097,08-2252-08L.S202304,2023-04-08 16:52,13.407,-90.592,4.5,2.6,  2.6,     ,     ,5,0.16, 322,   6.8,   9.0,  22.1, L  ,-,      ,      ,     ,cortical
2098,09-0033-38L.S202304,2023-04-08 18:33,13.597,-91.009,28.2,3.4,  3.4,     ,     ,15,1.0, 255,   5.6,   2.6,  12.9, L  ,-,      ,      ,     ,subducción interfase
2099,09-0223-03L.S202304,2023-04-08 20:23,14.19,-92.062,24.9,3.7,  3.7,     ,     ,28,1.14, 226,   3.3,   2.7,   3.1, L  ,-,      ,      ,     ,cortical
2100,09-0248-38L.S202304,2023-04-08 20:48,13.783,-91.158,19.5,3.3,  3.3,     ,     ,17,0.19, 248,   5.5,   2.4,   7.2, L  ,-,      ,      ,     ,cortical
2101,09-0314-54L.S202304,2023-04-08 21:14,13.557,-90.988,10.4,5.1,  5.1,     ,     ,64,1.35, 207,   1.8,   1.2,   2.9, L  ,2,      ,      ,     ,cortical
2102,09-0317-57L.S202304,2023-04-08 21:17,13.824,-92.001,26.6,5.1,  5.1,     ,     ,55,1.77, 233,   2.0,   1.8,   3.1, L  ,2,      ,      ,     ,subducción interfase
2103,09-0357-57L.S202304,2023-04-08 21:57,14.036,-91.529,34.8,3.1,  3.1,     ,     ,19,0.53, 233,   5.2,   3.5,   7.6, L  ,-,      ,      ,     ,subducción interfase
2104,09-0445-36L.S202304,2023-04-08 22:45,14.499,-91.018,3.7,2.8,  2.8,     ,     ,20,0.3, 136,   2.4,   1.1,   1.6, L  ,-,      ,      ,     ,cortical
2105,09-0543-14L.S202304,2023-04-08 23:43,14.528,-91.004,3.1,2.6,  2.6,     ,     ,16,0.18, 120,   2.0,   1.1,   1.9, L  ,-,      ,      ,     ,cortical
2106,09-0612-21L.S202304,2023-04-09 00:12,13.645,-91.529,46.5,3.3,  3.3,     ,     ,18,0.76, 266,   4.5,   3.0,  10.0, L  ,-,      ,      ,     ,subducción interfase
2107,09-0646-12L.S202304,2023-04-09 00:46,12.767,-88.618,41.8,3.7,  3.7,     ,     ,19,0.33, 261,   7.9,   5.4,  23.0, L  ,-,      ,      ,     ,subducción interfase
2108,09-0744-56L.S202304,2023-04-09 01:44,14.002,-91.211,64.1,2.5,  2.5,     ,     ,7,0.36, 211,  29.9,   5.3,  23.8, L  ,-,      ,      ,     ,subducción intraplaca
2109,09-0812-56L.S202304,2023-04-09 02:12,12.617,-87.896,31.4,3.2,  3.2,     ,     ,9,0.73, 220,   5.1,   5.0,  12.8, L  ,-,      ,      ,     ,subducción interfase
2110,09-0904-39L.S202304,2023-04-09 03:04,14.261,-89.683,1.8,2.2,  2.2,     ,     ,6,0.48, 166,   4.5,   6.0,   3.7, L  ,-,      ,      ,     ,cortical
2111,09-0947-10L.S202304,2023-04-09 03:47,13.615,-91.009,29.6,2.3,  2.3,     ,     ,12,0.46, 254,   5.3,   3.4,  13.3, L  ,-,      ,      ,     ,subducción interfase
2112,09-1028-49L.S202304,2023-04-09 04:28,15.242,-94.373,26.2,4.7,  4.7,     ,     ,17,0.82, 183,   4.0,   3.6,  14.2, L  ,-,      ,      ,     ,subducción interfase
2113,09-1129-52L.S202304,2023-04-09 05:29,14.095,-95.204,25.0,5.4,  5.4,     ,     ,7,0.73, 263,  21.6,  24.6,   0.0, L  ,-,      ,      ,     ,cortical
2114,09-1228-44L.S202304,2023-04-09 06:28,14.089,-90.028,2.3,1.3,  1.3,     ,     ,5,0.36, 183,   6.0,   4.4,   5.4, L  ,-,      ,      ,     ,cortical
2115,09-1234-20L.S202304,2023-04-09 06:34,14.076,-89.835,5.4,1.9,  1.9,     ,     ,6,0.09, 126,   2.0,   2.3,   4.5, L  ,-,      ,      ,     ,cortical
2116,09-1707-50L.S202304,2023-04-09 11:07,13.206,-90.342,8.2,3.0,  3.0,     ,     ,7,0.33, 305,   7.2,  12.0,  17.3, L  ,-,      ,      ,     ,cortical
2117,09-1827-52L.S202304,2023-04-09 12:27,13.631,-92.779,17.6,4.5,  4.5,     ,     ,21,0.79, 308,   8.2,  10.5,  23.8, L  ,-,      ,      ,     ,cortical
2118,10-0140-13L.S202304,2023-04-09 19:40,13.913,-92.312,16.6,3.4,  3.4,     ,     ,17,1.3, 264,   5.5,   3.5,   5.1, L  ,-,      ,      ,     ,cortical
2119,10-0534-28L.S202304,2023-04-09 23:34,12.507,-88.175,102.8,5.5,  5.5,     ,     ,25,1.01, 339,  15.4,   8.7,  15.4, L  ,-,      ,      ,     ,subducción intraplaca
2120,10-0719-20L.S202304,2023-04-10 01:19,14.491,-91.017,2.4,2.4,  2.4,     ,     ,14,0.35, 140,   2.3,   1.3,   2.0, L  ,-,      ,      ,     ,cortical
2121,10-0913-08L.S202304,2023-04-10 03:13,14.509,-92.343,45.5,4.5,  4.5,     ,     ,37,0.76, 205,   3.3,   2.8,   3.7, L  ,-,      ,      ,     ,subducción interfase
2122,10-1118-18L.S202304,2023-04-10 05:18,13.003,-89.463,68.2,2.9,  2.9,     ,     ,9,0.72, 263,   9.1,   5.0,  16.1, L  ,-,      ,      ,     ,subducción intraplaca
2123,11-0530-28L.S202304,2023-04-10 23:30,14.113,-92.427,22.6,3.2,  3.2,     ,     ,21,0.56, 283,   3.5,   4.1,   5.0, L  ,-,      ,      ,     ,cortical
